BRL;ItemTime;ItemTime (local date);ItemTime (local time);BlobType;BlobSize;Barcode;CreateTime;CreateTime (local date);CreateTime (local time);Destination;DestinationAirport;DestinationDate;DestinationFlightNr;DestinationSource;Duration;FinishTime;FinishTime (local date);FinishTime (local time);Flags;LicensePlate;OCRExecute;OCRQueue;OCRRemarks;OCRResult;OCRStart;PieceId;ProcessPlanIDName;ProcessPlanIDVersion;Remarks;Side;SideSequence;Source;SpecialCategories;Status;Transfer;Tunnel;TunnelDuration;TunnelRemarks;TunnelSignals;TunnelType;VCSLicenseExecute;VCSLicenseQueue;VCSLicenseRemarks;VCSLicenseResult;VCSLicenseStart;VCSLicenseUser;VCSNoBSMExecute;VCSNoBSMQueue;VCSNoBSMRemarks;VCSNoBSMResult;VCSNoBSMStart;VCSNoBSMUser
D01/00000D46D6F00006;132320849422283241;2020-04-23;06:09:02.228;application/x-bolt;24101;0486798385;132320849196172000;2020-04-23;06:08:39.617;;;;;;18007;132320849376242000;2020-04-23;06:08:57.624;;;;;;;;132000_0034357513;;;;;;EDI+EDI;;Accept;;132000;2203;;123;Departures;;;;;;;;;;;;
D01/00000D46D6F60006;132320850157719175;2020-04-23;06:10:15.772;application/x-bolt;22809;0486798391;132320849931592000;2020-04-23;06:09:53.159;;;;;;18007;132320850111662000;2020-04-23;06:10:11.166;;;;;;;;132000_0034357514;;;;;;EDI+EDI;;Accept;;132000;2212;;123;Departures;;;;;;;;;;;;
D01/00000D46D6FC0006;132320851584914465;2020-04-23;06:12:38.491;application/x-bolt;23440;0486798396;132320851358902000;2020-04-23;06:12:15.890;;;;;;18007;132320851538972000;2020-04-23;06:12:33.897;;;;;;;;132000_0034357515;;;;Camera02;09;EDI+EDI;;Accept;;132000;2228;;123;Departures;;;;;;;;;;;;
D01/00000D46D7020007;132320852067878953;2020-04-23;06:13:26.788;application/x-bolt;24911;0486798397;132320851841802000;2020-04-23;06:13:04.180;;;;;;18006;132320852021862000;2020-04-23;06:13:22.186;;;;;;;;132000_0034357516;;;;;;EDI+EDI;;Accept;;132000;2243;;123;Departures;;;;;;;;;;;;
D01/00000D46D7090007;132320852332200338;2020-04-23;06:13:53.220;application/x-bolt;24589;0486798398;132320852106002000;2020-04-23;06:13:30.600;;;;;;18007;132320852286072000;2020-04-23;06:13:48.607;;;;;;;;132000_0034357517;;;;;;EDI+EDI;;Accept;;132000;2253;;123;Departures;;;;;;;;;;;;
D01/00000D46D7100006;132320853490530441;2020-04-23;06:15:49.053;application/x-bolt;24058;0486798399;132320853264392000;2020-04-23;06:15:26.439;;;;;;18007;132320853444462000;2020-04-23;06:15:44.446;;;;;;;;132000_0034357518;;;;Camera04;08;EDI+EDI;;Accept;;132000;2236;;123;Departures;;;;;;;;;;;;
D01/00000D46D7160006;132320854297065921;2020-04-23;06:17:09.707;application/x-bolt;23893;0486798404;132320854070892000;2020-04-23;06:16:47.089;;;;;;18007;132320854250962000;2020-04-23;06:17:05.096;;;;;;;;132000_0034357519;;;;;;EDI+EDI;;Accept;;132000;2234;;123;Departures;;;;;;;;;;;;
D01/00000D46D71C0006;132320854496012542;2020-04-23;06:17:29.601;application/x-bolt;23014;0486798405 / 0786798405;132320854269752000;2020-04-23;06:17:06.975;;;;;;18007;132320854449822000;2020-04-23;06:17:24.982;;;;;;;;132000_0034357520;;;Multiple main barcodes detected;Camera03;10;EDI+EDI;;Accept;;132000;2286;;123;Departures;;;;;;;;;;;;
D01/00000D46D7220006;132320854631205765;2020-04-23;06:17:43.121;application/x-bolt;24094;0486798409;132320854405042000;2020-04-23;06:17:20.504;;;;;;18007;132320854585112000;2020-04-23;06:17:38.511;;;;;;;;132000_0034357521;;;;;;EDI+EDI;;Accept;;132000;2263;;123;Departures;;;;;;;;;;;;
D01/00000D46D7280006;132320855014877094;2020-04-23;06:18:21.488;application/x-bolt;24106;0486798410;132320854788612000;2020-04-23;06:17:58.861;;;;;;18007;132320854968682000;2020-04-23;06:18:16.868;;;;;;;;132000_0034357522;;;;;;EDI+EDI;;Accept;;132000;2265;;123;Departures;;;;;;;;;;;;
D01/00000D46D72E0006;132320855448370148;2020-04-23;06:19:04.837;application/x-bolt;23582;0486798414;132320855222142000;2020-04-23;06:18:42.214;;;;;;18008;132320855402222000;2020-04-23;06:19:00.222;;;;;;;;132000_0034357524;;;;Camera02;11;EDI+EDI;;Accept;;132000;2255;;123;Departures;;;;;;;;;;;;
D01/00000D46D7340006;132320859257790576;2020-04-23;06:25:25.779;application/x-bolt;22287;0235302849 / 0486798415;132320859031572000;2020-04-23;06:25:03.157;;;;;;18006;132320859211632000;2020-04-23;06:25:21.163;;;;;;;;132000_0034357523;;;Multiple main barcodes detected;Camera03;05;EDI+EDI;;Accept;;132000;2207;;123;Departures;;;;;;;;;;;;
D01/00000D46D73A0006;132320859345744236;2020-04-23;06:25:34.574;application/x-bolt;23226;0486798416 / 0235831881;132320859119512000;2020-04-23;06:25:11.951;;;;;;18006;132320859299572000;2020-04-23;06:25:29.957;;;;;;;;132000_0034357525;;;Multiple main barcodes detected;Camera04;04;EDI+EDI;;Accept;;132000;2215;;123;Departures;;;;;;;;;;;;
D01/00000D46D7400006;132320859369313979;2020-04-23;06:25:36.931;application/x-bolt;22456;0486798417;132320859143172000;2020-04-23;06:25:14.317;;;;;;18007;132320859323242000;2020-04-23;06:25:32.324;;;;;;;;132000_0034357526;;;;Camera05;06;EDI+EDI;;Accept;;132000;2237;;123;Departures;;;;;;;;;;;;
D01/00000D46D7460006;132320859393514246;2020-04-23;06:25:39.351;application/x-bolt;21108;0486798420;132320859167402000;2020-04-23;06:25:16.740;;;;;;18006;132320859347462000;2020-04-23;06:25:34.746;;;;;;;;132000_0034357527;;;;;;EDI+EDI;;Accept;;132000;2232;;123;Departures;;;;;;;;;;;;
D01/00000D46D74C0007;132320859419415941;2020-04-23;06:25:41.942;application/x-bolt;24283;0486798422;132320859193322000;2020-04-23;06:25:19.332;;;;;;18006;132320859373382000;2020-04-23;06:25:37.338;;;;;;;;132000_0034357528;;;;Camera03;05;EDI+EDI;;Accept;;132000;2240;;123;Departures;;;;;;;;;;;;
D01/00000D46D7530007;132320862164775205;2020-04-23;06:30:16.478;application/x-bolt;24963;0486798454;132320861938532000;2020-04-23;06:29:53.853;;;;;;18008;132320862118612000;2020-04-23;06:30:11.861;;;;;;;;132000_0034357551;;;;;;EDI+EDI;;Accept;;132000;2274;;123;Departures;;;;;;;;;;;;
D01/00000D46D75A0007;132320862193589338;2020-04-23;06:30:19.359;application/x-bolt;24224;0486798460;132320861967332000;2020-04-23;06:29:56.733;;;;;;18008;132320862147412000;2020-04-23;06:30:14.741;;;;;;;;132000_0034357552;;;;;;EDI+EDI;;Accept;;132000;2281;;123;Departures;;;;;;;;;;;;
D01/00000D46D7610006;132320862362290627;2020-04-23;06:30:36.229;application/x-bolt;23929;0486798461;132320862135882000;2020-04-23;06:30:13.588;;;;;;18021;132320862316092000;2020-04-23;06:30:31.609;;;;;;;;132000_0034357553;;;;;;EDI+EDI;;Accept;;132000;2267;;123;Departures;;;;;;;;;;;;
D01/00000D46D7670007;132320863522222081;2020-04-23;06:32:32.222;application/x-bolt;25596;0486798467;132320863295872000;2020-04-23;06:32:09.587;;;;;;18006;132320863475932000;2020-04-23;06:32:27.593;;;;;;;;132000_0034357554;;;;;;EDI+EDI;;Accept;;132000;2235;;123;Departures;;;;;;;;;;;;
D01/00000D46D76E0007;132320863597585197;2020-04-23;06:32:39.759;application/x-bolt;24786;0486798469;132320863371392000;2020-04-23;06:32:17.139;;;;;;18006;132320863551452000;2020-04-23;06:32:35.145;;;;;;;;132000_0034357555;;;;;;EDI+EDI;;Accept;;132000;2241;;123;Departures;;;;;;;;;;;;
D01/00000D46D7750006;132320864010030623;2020-04-23;06:33:21.003;application/x-bolt;23135;0486798471;132320863783782000;2020-04-23;06:32:58.378;;;;;;18007;132320863963852000;2020-04-23;06:33:16.385;;;;;;;;132000_0034357557;;;;Camera04;06;EDI+EDI;;Accept;;132000;2277;;123;Departures;;;;;;;;;;;;
D01/00000D46D77B0007;132320864038844756;2020-04-23;06:33:23.884;application/x-bolt;25190;0235661927 / 0486798474 / 0610784004 / 0229350101;132320863812422000;2020-04-23;06:33:01.242;;;;;;18017;132320863992592000;2020-04-23;06:33:19.259;;;;;;;;132000_0034357559;;;Multiple main barcodes detected;;;EDI+EDI;;Accept;;132000;2274;;123;Departures;;;;;;;;;;;;
D01/00000D46D7820006;132320864118271276;2020-04-23;06:33:31.827;application/x-bolt;23695;0486798470;132320863892022000;2020-04-23;06:33:09.202;;;;;;18007;132320864072092000;2020-04-23;06:33:27.209;;;;;;;;132000_0034357560;;;;;;EDI+EDI;;Accept;;132000;2312;;123;Departures;;;;;;;;;;;;
D01/00000D46D7880006;132320864200810404;2020-04-23;06:33:40.081;application/x-bolt;23216;0486798475;132320863974492000;2020-04-23;06:33:17.449;;;;;;18007;132320864154562000;2020-04-23;06:33:35.456;;;;;;;;132000_0034357561;;;;Camera05;01;EDI+EDI;;Accept;;132000;2287;;123;Departures;;;;;;;;;;;;
D01/00000D46D78E0006;132320864373475015;2020-04-23;06:33:57.348;application/x-bolt;23525;0486798476;132320864147342000;2020-04-23;06:33:34.734;;;;;;18008;132320864327422000;2020-04-23;06:33:52.742;;;;;;;;132000_0034357562;;;;Camera02;11;EDI+EDI;;Accept;;132000;2294;;123;Departures;;;;;;;;;;;;
D01/00000D46D7940006;132320865211957251;2020-04-23;06:35:21.196;application/x-bolt;23464;0486798483;132320864985652000;2020-04-23;06:34:58.565;;;;;;18007;132320865165722000;2020-04-23;06:35:16.572;;;;;;;;132000_0034357568;;;;Camera05;01;EDI+EDI;;Accept;;132000;2308;;123;Departures;;;;;;;;;;;;
D01/00000D46D79A0006;132320865355637582;2020-04-23;06:35:35.564;application/x-bolt;22590;0486798484;132320865129292000;2020-04-23;06:35:12.929;;;;;;18007;132320865309362000;2020-04-23;06:35:30.936;;;;;;;;132000_0034357569;;;;Camera02;11;EDI+EDI;;Accept;;132000;2331;;123;Departures;;;;;;;;;;;;
D01/00000D46D7A00007;132320865443290994;2020-04-23;06:35:44.329;application/x-bolt;24905;0486798486;132320865216892000;2020-04-23;06:35:21.689;;;;;;18007;132320865396962000;2020-04-23;06:35:39.696;;;;;;;;132000_0034357570;;;;;;EDI+EDI;;Accept;;132000;2335;;123;Departures;;;;;;;;;;;;
D01/00000D46D7A70006;132320865586811196;2020-04-23;06:35:58.681;application/x-bolt;22895;0157632257 / 0486798487;132320865360442000;2020-04-23;06:35:36.044;;;;;;18007;132320865540512000;2020-04-23;06:35:54.051;;;;;;;;132000_0034357572;;;Multiple main barcodes detected;Camera03;05;EDI+EDI;;Accept;;132000;2320;;123;Departures;;;;;;;;;;;;
D01/00000D46D7AD0007;132320865675725670;2020-04-23;06:36:07.573;application/x-bolt;25474;0486798491;132320865449402000;2020-04-23;06:35:44.940;;;;;;18008;132320865629482000;2020-04-23;06:36:02.948;;;;;;;;132000_0034357574;;;;;;EDI+EDI;;Accept;;132000;2329;;123;Departures;;;;;;;;;;;;
D01/00000D46D7B40007;132320865771916219;2020-04-23;06:36:17.192;application/x-bolt;24957;0486798485;132320865545682000;2020-04-23;06:35:54.568;;;;;;18009;132320865725772000;2020-04-23;06:36:12.577;;;;;;;;132000_0034357573;;;;;;EDI+EDI;;Accept;;132000;2349;;123;Departures;;;;;;;;;;;;
D01/00000D46D7BB0007;132320866030908247;2020-04-23;06:36:43.091;application/x-bolt;24142;0486798493 / 0229038346;132320865804642000;2020-04-23;06:36:20.464;;;;;;18006;132320865984702000;2020-04-23;06:36:38.470;;;;;;;;132000_0034357576;;;Multiple main barcodes detected;Camera04;03;EDI+EDI;;Accept;;132000;2369;;123;Departures;;;;;;;;;;;;
D01/00000D46D7C20007;132320866261814312;2020-04-23;06:37:06.181;application/x-bolt;24710;0235256633 / 0486798494;132320866035472000;2020-04-23;06:36:43.547;;;;;;18007;132320866215542000;2020-04-23;06:37:01.554;;;;;;;;132000_0034357577;;;Multiple main barcodes detected;;;EDI+EDI;;Accept;;132000;2371;;123;Departures;;;;;;;;;;;;
D01/00000D46D7C90007;132320866438466663;2020-04-23;06:37:23.847;application/x-bolt;24601;0486798495;132320866212162000;2020-04-23;06:37:01.216;;;;;;18007;132320866392232000;2020-04-23;06:37:19.223;;;;;;;;132000_0034357579;;;;Camera04;02;EDI+EDI;;Accept;;132000;2405;;123;Departures;;;;;;;;;;;;
D01/00000D46D7D00007;132320866866551612;2020-04-23;06:38:06.655;application/x-bolt;25131;0486798498;132320866640262000;2020-04-23;06:37:44.026;;;;;;18006;132320866820322000;2020-04-23;06:38:02.032;;;;;;;;132000_0034357581;;;;;;EDI+EDI;;Accept;;132000;2390;;123;Departures;;;;;;;;;;;;
D01/00000D46D7D70006;132320867788554567;2020-04-23;06:39:38.855;application/x-bolt;23518;0486798499;132320867562112000;2020-04-23;06:39:16.211;;;;;;18007;132320867742182000;2020-04-23;06:39:34.218;;;;;;;;132000_0034357585;;;;Camera02;11;EDI+EDI;;Accept;;132000;2349;;123;Departures;;;;;;;;;;;;
D01/00000D46D7DD0006;132320867900414704;2020-04-23;06:39:50.041;application/x-bolt;21385;0486798500 / 0157274701;132320867674212000;2020-04-23;06:39:27.421;;;;;;18007;132320867854282000;2020-04-23;06:39:45.428;;;;;;;;132000_0034357588;;;Multiple main barcodes detected;;;EDI+EDI;;Accept;;132000;2351;;123;Departures;;;;;;;;;;;;
D01/00000D46D7E30007;132320868693253574;2020-04-23;06:41:09.325;application/x-bolt;24890;0235933556;132320868451530000;2020-04-23;06:40:45.153;;;;;;18006;132320868631590000;2020-04-23;06:41:03.159;;;;;;;;131800_0034357591;;;;;;EDI+EDI;;Accept;;131800;2232;;123;Departures;;;;;;;;;;;;
D01/00000D46D7EA0007;132320868719304570;2020-04-23;06:41:11.930;application/x-bolt;25402;0235933530;132320868477630000;2020-04-23;06:40:47.763;;;;;;18006;132320868657690000;2020-04-23;06:41:05.769;;;;;;;;131800_0034357586;;;;;;EDI+EDI;;Accept;;131800;2239;;123;Departures;;;;;;;;;;;;
D01/00000D46D7F10007;132320868748988490;2020-04-23;06:41:14.899;application/x-bolt;24639;0486798507;132320868522852000;2020-04-23;06:40:52.285;;;;;;18006;132320868702912000;2020-04-23;06:41:10.291;;;;;;;;132000_0034357598;;;;;;EDI+EDI;;Accept;;132000;2330;;123;Departures;;;;;;;;;;;;
D01/00000D46D7F80006;132320868776600741;2020-04-23;06:41:17.660;application/x-bolt;23471;0486798504;132320868550412000;2020-04-23;06:40:55.041;;;;;;18007;132320868730482000;2020-04-23;06:41:13.048;;;;;;;;132000_0034357599;;;;Camera03;07;EDI+EDI;;Accept;;132000;2331;;123;Departures;;;;;;;;;;;;
D01/00000D46D7FE0007;132320868830003773;2020-04-23;06:41:23.000;application/x-bolt;24537;0486798508;132320868603782000;2020-04-23;06:41:00.378;;;;;;18007;132320868783852000;2020-04-23;06:41:18.385;;;;;;;;132000_0034357600;;;;;;EDI+EDI;;Accept;;132000;2342;;123;Departures;;;;;;;;;;;;
D01/00000D46D8050007;132320868859907868;2020-04-23;06:41:25.991;application/x-bolt;25031;0235933558 / 0235313860;132320868618180000;2020-04-23;06:41:01.818;;;;;;18008;132320868798260000;2020-04-23;06:41:19.826;;;;;;;;131800_0034357592;;;Multiple main barcodes detected;;;EDI+EDI;;Accept;;131800;2227;;123;Departures;;;;;;;;;;;;
D01/00000D46D80C0007;132320868946869273;2020-04-23;06:41:34.687;application/x-bolt;24288;0235933560;132320868705250000;2020-04-23;06:41:10.525;;;;;;18008;132320868885330000;2020-04-23;06:41:28.533;;;;;;;;131800_0034357594;;;;;;EDI+EDI;;Accept;;131800;2845;;123;Departures;;;;;;;;;;;;
D01/00000D46D8130006;132320869190149940;2020-04-23;06:41:59.015;application/x-bolt;22405;0229270264 / 0486798510;132320868963922000;2020-04-23;06:41:36.392;;;;;;18007;132320869143992000;2020-04-23;06:41:54.399;;;;;;;;132000_0034357604;;;Multiple main barcodes detected;;;EDI+EDI;;Accept;;132000;2308;;123;Departures;;;;;;;;;;;;
D01/00000D46D8190007;132320869295596916;2020-04-23;06:42:09.560;application/x-bolt;25398;0235933561;132320869053920000;2020-04-23;06:41:45.392;;;;;;18006;132320869233980000;2020-04-23;06:42:03.398;;;;;;;;131800_0034357597;;;;;;EDI+EDI;;Accept;;131800;2255;;123;Departures;;;;;;;;;;;;
D01/00000D46D8200007;132320869745708181;2020-04-23;06:42:54.571;application/x-bolt;24777;0235933566;132320869502830000;2020-04-23;06:42:30.283;;;;;;18129;132320869684120000;2020-04-23;06:42:48.412;;;;;;;;131800_0034357601;;;;;;EDI+EDI;;Accept;;131800;3108;;123;Departures;;;;;;;;;;;;
D01/00000D46D8270007;132320869775472728;2020-04-23;06:42:57.547;application/x-bolt;25269;0235933564;132320869533820000;2020-04-23;06:42:33.382;;;;;;18007;132320869713890000;2020-04-23;06:42:51.389;;;;;;;;131800_0034357602;;;;;;EDI+EDI;;Accept;;131800;2269;;123;Departures;;;;;;;;;;;;
D01/00000D46D82E0007;132320869860192612;2020-04-23;06:43:06.019;application/x-bolt;24706;0235933563;132320869618510000;2020-04-23;06:42:41.851;;;;;;18008;132320869798590000;2020-04-23;06:42:59.859;;;;;;;;131800_0034357603;;;;;;EDI+EDI;;Accept;;131800;3538;;123;Departures;;;;;;;;;;;;
D01/00000D46D8350006;132320869913556625;2020-04-23;06:43:11.356;application/x-bolt;23328;0486798514;132320869687362000;2020-04-23;06:42:48.736;;;;;;18007;132320869867432000;2020-04-23;06:43:06.743;;;;;;;;132000_0034357616;;;;Camera03;10;EDI+EDI;;Accept;;132000;2289;;123;Departures;;;;;;;;;;;;
