BRL;ItemTime;ItemTime (local date);ItemTime (local time);BlobType;BlobSize;Barcode;CreateTime;CreateTime (local date);CreateTime (local time);Destination;DestinationAirport;DestinationDate;DestinationFlightNr;DestinationSource;Duration;FinishTime;FinishTime (local date);FinishTime (local time);Flags;LicensePlate;OCRExecute;OCRQueue;OCRRemarks;OCRResult;OCRStart;PieceId;ProcessPlanIDName;ProcessPlanIDVersion;Remarks;Side;SideSequence;Source;SpecialCategories;Status;Transfer;Tunnel;TunnelDuration;TunnelRemarks;TunnelSignals;TunnelType;VCSLicenseExecute;VCSLicenseQueue;VCSLicenseRemarks;VCSLicenseResult;VCSLicenseStart;VCSLicenseUser;VCSNoBSMExecute;VCSNoBSMQueue;VCSNoBSMRemarks;VCSNoBSMResult;VCSNoBSMStart;VCSNoBSMUser
A01/000001E285BE000D;132303933242056646;2020-04-03;16:15:24.206;application/x-bolt;52654;;132303927137570000;2020-04-03;16:05:13.757;;;;;;603003;132303933167600000;2020-04-03;16:15:16.760;;;;29988;;Timeout;20943;101103_0000000677;;;VCS license timeout;;;VCS;;Timeout;;101103;20000;;202;;;549053;;Timeout;50949;;;;;;;
A01/000001E285560001;132303927469884037;2020-04-03;16:05:46.988;application/x-bolt;3704;0235904551;132303927167650000;2020-04-03;16:05:16.765;;;;;;23003;132303927397680000;2020-04-03;16:05:39.768;;;;;;;;101103_0000000678;;;;;;EDI;;Accept;;101103;20000;;2;;;;;;;;;;;;;
A01/000001E285570001;132303927592927809;2020-04-03;16:05:59.293;application/x-bolt;3711;0235904307;132303927290680000;2020-04-03;16:05:29.068;;;;;;23003;132303927520710000;2020-04-03;16:05:52.071;;;;;;;;101103_0000000679;;;;;;EDI;;Accept;;101103;20000;;2;;;;;;;;;;;;;
A01/000001E285580001;132303927623233365;2020-04-03;16:06:02.323;application/x-bolt;3703;0235904669;132303927320870000;2020-04-03;16:05:32.087;;;;;;23009;132303927550960000;2020-04-03;16:05:55.096;;;;;;;;101103_0000000680;;;;;;EDI;;Accept;;101103;20000;;2;;;;;;;;;;;;;
A01/000001E285590001;132303927782467659;2020-04-03;16:06:18.247;application/x-bolt;3689;0235904339;132303927480220000;2020-04-03;16:05:48.022;;;;;;23003;132303927710250000;2020-04-03;16:06:11.025;;;;;;;;101103_0000000681;;;;;;EDI;;Accept;;101103;20000;;2;;;;;;;;;;;;;
A01/000001E2855A0002;132303927940050558;2020-04-03;16:06:34.005;application/x-bolt;3989;0235650847 / 0231650814 / 0235650814 / 0235904285;132303927637760000;2020-04-03;16:06:03.776;;;;;;23004;132303927867800000;2020-04-03;16:06:26.780;;;;;;;;101103_0000000682;;;Multiple main barcodes detected;;;EDI;;Accept;;101103;20000;;2;;;;;;;;;;;;;
A01/000001E2855C0001;132303927972557973;2020-04-03;16:06:37.256;application/x-bolt;3706;0235904484;132303927670290000;2020-04-03;16:06:07.029;;;;;;23003;132303927900320000;2020-04-03;16:06:30.032;;;;;;;;101103_0000000683;;;;;;EDI;;Accept;;101103;20000;;2;;;;;;;;;;;;;
A01/000001E2855D0001;132303928000611631;2020-04-03;16:06:40.061;application/x-bolt;3710;0235904275;132303927698330000;2020-04-03;16:06:09.833;;;;;;23003;132303927928360000;2020-04-03;16:06:32.836;;;;;;;;101103_0000000684;;;;;;EDI;;Accept;;101103;20000;;2;;;;;;;;;;;;;
A01/000001E2855E0002;132303928037592820;2020-04-03;16:06:43.759;application/x-bolt;3822;0235650814 / 0235904294;132303927735300000;2020-04-03;16:06:13.530;;;;;;23003;132303927965330000;2020-04-03;16:06:36.533;;;;;;;;101103_0000000685;;;Multiple main barcodes detected;;;EDI;;Accept;;101103;20000;;2;;;;;;;;;;;;;
A01/000001E285600002;132303928069519747;2020-04-03;16:06:46.952;application/x-bolt;3827;0235904347 / 0235737875;132303927767230000;2020-04-03;16:06:16.723;;;;;;23004;132303927997270000;2020-04-03;16:06:39.727;;;;;;;;101103_0000000686;;;Multiple main barcodes detected;;;EDI;;Accept;;101103;20000;;2;;;;;;;;;;;;;
A01/000001E285620002;132303928098924545;2020-04-03;16:06:49.892;application/x-bolt;3838;0235802035 / 0235904373;132303927796620000;2020-04-03;16:06:19.662;;;;;;23003;132303928026650000;2020-04-03;16:06:42.665;;;;;;;;101103_0000000687;;;Multiple main barcodes detected;;;EDI;;Accept;;101103;20000;;2;;;;;;;;;;;;;
A01/000001E285640002;132303928145844115;2020-04-03;16:06:54.584;application/x-bolt;3843;0564071769 / 0235904595;132303927843550000;2020-04-03;16:06:24.355;;;;;;23003;132303928073580000;2020-04-03;16:06:47.358;;;;;;;;101103_0000000688;;;Multiple main barcodes detected;;;EDI;;Accept;;101103;20000;;2;;;;;;;;;;;;;
A01/000001E285660001;132303928176880287;2020-04-03;16:06:57.688;application/x-bolt;3705;0235904404;132303927874630000;2020-04-03;16:06:27.463;;;;;;23003;132303928104660000;2020-04-03;16:06:50.466;;;;;;;;101103_0000000689;;;;;;EDI;;Accept;;101103;20000;;2;;;;;;;;;;;;;
A01/000001E285670001;132303928205264228;2020-04-03;16:07:00.526;application/x-bolt;3685;0235904196;132303927903000000;2020-04-03;16:06:30.300;;;;;;23003;132303928133030000;2020-04-03;16:06:53.303;;;;;;;;101103_0000000690;;;;;;EDI;;Accept;;101103;20000;;2;;;;;;;;;;;;;
A01/000001E285680001;132303928238882581;2020-04-03;16:07:03.888;application/x-bolt;3695;0235904346;132303927936640000;2020-04-03;16:06:33.664;;;;;;23003;132303928166670000;2020-04-03;16:06:56.667;;;;;;;;101103_0000000691;;;;;;EDI;;Accept;;101103;20000;;2;;;;;;;;;;;;;
A01/000001E285690001;132303928268307394;2020-04-03;16:07:06.831;application/x-bolt;3694;0235904385;132303927966090000;2020-04-03;16:06:36.609;;;;;;23003;132303928196120000;2020-04-03;16:06:59.612;;;;;;;;101103_0000000692;;;;;;EDI;;Accept;;101103;20000;;2;;;;;;;;;;;;;
