BRL;ItemTime;ItemTime (local date);ItemTime (local time);BlobType;BlobSize;Barcode;CreateTime;CreateTime (local date);CreateTime (local time);Destination;DestinationAirport;DestinationDate;DestinationFlightNr;DestinationSource;Duration;FinishTime;FinishTime (local date);FinishTime (local time);Flags;LicensePlate;OCRExecute;OCRQueue;OCRRemarks;OCRResult;OCRStart;PieceId;ProcessPlanIDName;ProcessPlanIDVersion;Remarks;Side;SideSequence;Source;SpecialCategories;Status;Transfer;Tunnel;TunnelDuration;TunnelRemarks;TunnelSignals;TunnelType;VCSLicenseExecute;VCSLicenseQueue;VCSLicenseRemarks;VCSLicenseResult;VCSLicenseStart;VCSLicenseUser;VCSNoBSMExecute;VCSNoBSMQueue;VCSNoBSMRemarks;VCSNoBSMResult;VCSNoBSMStart;VCSNoBSMUser
A01/000001E27EB50001;132303091484000253;2020-04-02;16:52:28.400;application/x-bolt;3709;0235901590;132303091198880000;2020-04-02;16:51:59.888;;;;;;23010;132303091428980000;2020-04-02;16:52:22.898;;;;;;;;101115_0000000214;;;;;;EDI;;Accept;;101115;20001;;2;;;;;;;;;;;;;
A01/000001E27EB60001;132303091513945513;2020-04-02;16:52:31.395;application/x-bolt;3699;0235901554;132303091228890000;2020-04-02;16:52:02.889;;;;;;23003;132303091458920000;2020-04-02;16:52:25.892;;;;;;;;101115_0000000215;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E27EB70001;132303091546002547;2020-04-02;16:52:34.600;application/x-bolt;3684;0235901542;132303091260910000;2020-04-02;16:52:06.091;;;;;;23003;132303091490940000;2020-04-02;16:52:29.094;;;;;;;;101115_0000000216;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E27EB80002;132303091591951299;2020-04-02;16:52:39.195;application/x-bolt;3821;0235901541 / 0235902541;132303091305830000;2020-04-02;16:52:10.583;;;;;;23113;132303091536960000;2020-04-02;16:52:33.696;;;;;;;;101115_0000000217;;;Multiple main barcodes detected;;;EDI;;Accept;;101115;20110;;2;;;;;;;;;;;;;
A01/000001E27EBA0001;132303091622376959;2020-04-02;16:52:42.238;application/x-bolt;3697;0235901549;132303091337240000;2020-04-02;16:52:13.724;;;;;;23007;132303091567310000;2020-04-02;16:52:36.731;;;;;;;;101115_0000000218;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E27EBB0001;132303091678894624;2020-04-02;16:52:47.889;application/x-bolt;3688;0235901547;132303091393900000;2020-04-02;16:52:19.390;;;;;;23003;132303091623930000;2020-04-02;16:52:42.393;;;;;;;;101115_0000000219;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E27F3E000D;132303097522212664;2020-04-02;17:02:32.221;application/x-bolt;52680;;132303091434500000;2020-04-02;16:52:23.450;;;;;;603002;132303097464520000;2020-04-02;17:02:26.452;;;;29999;;Timeout;20371;101115_0000000220;;;VCS license timeout;;;VCS;;Timeout;;101115;20000;;202;;;549307;;Timeout;50693;;;;;;;
A01/000001E27F4B000D;132303097585275846;2020-04-02;17:02:38.528;application/x-bolt;52464;;132303091497630000;2020-04-02;16:52:29.763;;;;;;603002;132303097527650000;2020-04-02;17:02:32.765;;;;29988;;Timeout;20312;101115_0000000221;;;VCS license timeout;;;VCS;;Timeout;;101115;20000;;202;;;549689;;Timeout;50311;;;;;;;
A01/000001E27EBC0001;132303091815029434;2020-04-02;16:53:01.503;application/x-bolt;3681;0235901565;132303091530020000;2020-04-02;16:52:33.002;;;;;;23005;132303091760070000;2020-04-02;16:52:56.007;;;;;;;;101115_0000000222;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E27EBD0001;132303091847146520;2020-04-02;16:53:04.715;application/x-bolt;3708;0235901540;132303091561280000;2020-04-02;16:52:36.128;;;;;;23007;132303091791350000;2020-04-02;16:52:59.135;;;;;;;;101115_0000000223;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
