BRL;ItemTime;ItemTime (local date);ItemTime (local time);BlobType;BlobSize;Barcode;CreateTime;CreateTime (local date);CreateTime (local time);Destination;DestinationAirport;DestinationDate;DestinationFlightNr;DestinationSource;Duration;FinishTime;FinishTime (local date);FinishTime (local time);Flags;LicensePlate;OCRExecute;OCRQueue;OCRRemarks;OCRResult;OCRStart;PieceId;ProcessPlanIDName;ProcessPlanIDVersion;Remarks;Side;SideSequence;Source;SpecialCategories;Status;Transfer;Tunnel;TunnelDuration;TunnelRemarks;TunnelSignals;TunnelType;VCSLicenseExecute;VCSLicenseQueue;VCSLicenseRemarks;VCSLicenseResult;VCSLicenseStart;VCSLicenseUser;VCSNoBSMExecute;VCSNoBSMQueue;VCSNoBSMRemarks;VCSNoBSMResult;VCSNoBSMStart;VCSNoBSMUser
D01/00000D475BE30006;132325887748666169;2020-04-29;02:06:14.867;application/x-bolt;22636;4628385930;132325887524480000;2020-04-29;02:05:52.448;;;;;;18006;132325887704540000;2020-04-29;02:06:10.454;;;;;;;;131800_0034365143;;;;Camera01;12;EDI+EDI;;Accept;;131800;3180;;123;Departures;;;;;;;;;;;;
D01/00000D475BE90007;132325888209629311;2020-04-29;02:07:00.963;application/x-bolt;24585;3628381269;132325887985400000;2020-04-29;02:06:38.540;;;;;;18007;132325888165470000;2020-04-29;02:06:56.547;;;;;;;;131800_0034365144;;;;;;EDI+EDI;;Accept;;131800;2214;;123;Departures;;;;;;;;;;;;
D01/00000D475BF00007;132325888408454567;2020-04-29;02:07:20.845;application/x-bolt;24829;3628381268;132325888184220000;2020-04-29;02:06:58.422;;;;;;18007;132325888364290000;2020-04-29;02:07:16.429;;;;;;;;131800_0034365145;;;;;;EDI+EDI;;Accept;;131800;2237;;123;Departures;;;;;;;;;;;;
D01/00000D475BF70007;132325888433945752;2020-04-29;02:07:23.395;application/x-bolt;25922;3628381270;132325888209740000;2020-04-29;02:07:00.974;;;;;;18008;132325888389820000;2020-04-29;02:07:18.982;;;;;;;;131800_0034365146;;;;;;EDI+EDI;;Accept;;131800;2243;;123;Departures;;;;;;;;;;;;
D01/00000D475BFE0006;132325888710245405;2020-04-29;02:07:51.025;application/x-bolt;23832;3628381271 / 0235657345;132325888485980000;2020-04-29;02:07:28.598;;;;;;18007;132325888666050000;2020-04-29;02:07:46.605;;;;;;;;131800_0034365147;;;Multiple main barcodes detected;Camera04;05;EDI+EDI;;Accept;;131800;2266;;123;Departures;;;;;;;;;;;;
D01/00000D475C040006;132325888997354041;2020-04-29;02:08:19.735;application/x-bolt;23607;5628607743 / 0235971552 / 0235808106;132325888773170000;2020-04-29;02:07:57.317;;;;;;18006;132325888953230000;2020-04-29;02:08:15.323;;;;;;;;131800_0034365148;;;Multiple main barcodes detected;Camera03;07;EDI+EDI;;Accept;;131800;2280;;123;Departures;;;;;;;;;;;;
D01/00000D475C0A0006;132325889076720006;2020-04-29;02:08:27.672;application/x-bolt;23743;3628381272;132325888852660000;2020-04-29;02:08:05.266;;;;;;18007;132325889032730000;2020-04-29;02:08:23.273;;;;;;;;131800_0034365149;;;;Camera01;09;EDI+EDI;;Accept;;131800;2376;;123;Departures;;;;;;;;;;;;
D01/00000D475C100007;132325889708745327;2020-04-29;02:09:30.875;application/x-bolt;24960;5628607744 / 5628607784;132325889484500000;2020-04-29;02:09:08.450;;;;;;18007;132325889664570000;2020-04-29;02:09:26.457;;;;;;;;131800_0034365150;;;Multiple main barcodes detected;;;EDI+EDI;;Accept;;131800;2304;;123;Departures;;;;;;;;;;;;
D01/00000D475C170007;132325891126023323;2020-04-29;02:11:52.602;application/x-bolt;25324;5628607745;132325890901760000;2020-04-29;02:11:30.176;;;;;;18007;132325891081830000;2020-04-29;02:11:48.183;;;;;;;;131800_0034365152;;;;;;EDI+EDI;;Accept;;131800;5460;;123;Departures;;;;;;;;;;;;
D01/00000D475C1E0007;132325892236236097;2020-04-29;02:13:43.624;application/x-bolt;26270;6628247154;132325892011810000;2020-04-29;02:13:21.181;;;;;;18006;132325892191870000;2020-04-29;02:13:39.187;;;;;;;;131800_0034365153;;;;;;EDI+EDI;;Accept;;131800;2453;;123;Departures;;;;;;;;;;;;
