BRL;ItemTime;ItemTime (local date);ItemTime (local time);BlobType;BlobSize;Barcode;CreateTime;CreateTime (local date);CreateTime (local time);Destination;DestinationAirport;DestinationDate;DestinationFlightNr;DestinationSource;Duration;FinishTime;FinishTime (local date);FinishTime (local time);Flags;LicensePlate;OCRExecute;OCRQueue;OCRRemarks;OCRResult;OCRStart;PieceId;ProcessPlanIDName;ProcessPlanIDVersion;Remarks;Side;SideSequence;Source;SpecialCategories;Status;Transfer;Tunnel;TunnelDuration;TunnelRemarks;TunnelSignals;TunnelType;VCSLicenseExecute;VCSLicenseQueue;VCSLicenseRemarks;VCSLicenseResult;VCSLicenseStart;VCSLicenseUser;VCSNoBSMExecute;VCSNoBSMQueue;VCSNoBSMRemarks;VCSNoBSMResult;VCSNoBSMStart;VCSNoBSMUser
A01/0000021E756E0001;132455412308324089;2020-09-26;00:00:30.832;application/x-bolt;3692;0235955260;132455412003620000;2020-09-26;00:00:00.362;;;;;;23003;132455412233650000;2020-09-26;00:00:23.365;;;;;;;;100713_0000000526;;;;;;EDI;;Accept;;100713;20000;;2;;;;;;;;;;;;;
A01/0000021E75700002;132455412344033543;2020-09-26;00:00:34.403;application/x-bolt;3823;0235961773 / 0235961838;132455412010570000;2020-09-26;00:00:01.057;;;;;;23003;132455412240600000;2020-09-26;00:00:24.060;;;;;;;;101121_0000000807;;;Multiple main barcodes detected;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/0000021E756D0001;132455412306472557;2020-09-26;00:00:30.647;application/x-bolt;3706;0235966122;132455412029430000;2020-09-26;00:00:02.943;;;;;;23004;132455412259470000;2020-09-26;00:00:25.947;;;;;;;;101115_0000000058;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/0000021E75720001;132455412352670663;2020-09-26;00:00:35.267;application/x-bolt;3706;0235952515;132455412047980000;2020-09-26;00:00:04.798;;;;;;23003;132455412278010000;2020-09-26;00:00:27.801;;;;;;;;100713_0000000527;;;;;;EDI;;Accept;;100713;20000;;2;;;;;;;;;;;;;
A01/0000021E75750001;132455412389260843;2020-09-26;00:00:38.926;application/x-bolt;3710;0235961490;132455412055820000;2020-09-26;00:00:05.582;;;;;;23003;132455412285850000;2020-09-26;00:00:28.585;;;;;;;;101121_0000000808;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/0000021E756F0001;132455412341241239;2020-09-26;00:00:34.124;application/x-bolt;3703;0235965515;132455412064290000;2020-09-26;00:00:06.429;;;;;;23003;132455412294320000;2020-09-26;00:00:29.432;;;;;;;;101115_0000000059;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/0000021E75730002;132455412374568727;2020-09-26;00:00:37.457;application/x-bolt;3932;0235336201 / 0235469284 / 0235967220;132455412097560000;2020-09-26;00:00:09.756;;;;;;23004;132455412327600000;2020-09-26;00:00:32.760;;;;;;;;101115_0000000060;;;Multiple main barcodes detected;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/0000021E75760001;132455412402611857;2020-09-26;00:00:40.261;application/x-bolt;3694;0235955861;132455412097870000;2020-09-26;00:00:09.787;;;;;;23003;132455412327900000;2020-09-26;00:00:32.790;;;;;;;;100713_0000000528;;;;;;EDI;;Accept;;100713;20000;;2;;;;;;;;;;;;;
A01/0000021E757B0001;132455412444466381;2020-09-26;00:00:44.447;application/x-bolt;3690;0235961942;132455412108230000;2020-09-26;00:00:10.823;;;;;;23277;132455412341000000;2020-09-26;00:00:34.100;;;;;;;;101121_0000000809;;;;;;EDI;;Accept;;101121;20000;;2;;;;;;;;;;;;;
A01/0000021E75770001;132455412403022195;2020-09-26;00:00:40.302;application/x-bolt;3710;0235965485;132455412125910000;2020-09-26;00:00:12.591;;;;;;23003;132455412355940000;2020-09-26;00:00:35.594;;;;;;;;101115_0000000061;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/0000021E757A0001;132455412441093600;2020-09-26;00:00:44.109;application/x-bolt;3690;0235953465;132455412136390000;2020-09-26;00:00:13.639;;;;;;23003;132455412366420000;2020-09-26;00:00:36.642;;;;;;;;100713_0000000529;;;;;;EDI;;Accept;;100713;20000;;2;;;;;;;;;;;;;
