BRL;ItemTime;ItemTime (local date);ItemTime (local time);BlobType;BlobSize;Barcode;CreateTime;CreateTime (local date);CreateTime (local time);Destination;DestinationAirport;DestinationDate;DestinationFlightNr;DestinationSource;Duration;FinishTime;FinishTime (local date);FinishTime (local time);Flags;LicensePlate;OCRExecute;OCRQueue;OCRRemarks;OCRResult;OCRStart;PieceId;ProcessPlanIDName;ProcessPlanIDVersion;Remarks;Side;SideSequence;Source;SpecialCategories;Status;Transfer;Tunnel;TunnelDuration;TunnelRemarks;TunnelSignals;TunnelType;VCSLicenseExecute;VCSLicenseQueue;VCSLicenseRemarks;VCSLicenseResult;VCSLicenseStart;VCSLicenseUser;VCSNoBSMExecute;VCSNoBSMQueue;VCSNoBSMRemarks;VCSNoBSMResult;VCSNoBSMStart;VCSNoBSMUser
A01/000001E4198C0001;132360382969294147;2020-06-08;00:18:16.929;application/x-bolt;3710;0235381141;132360382657180000;2020-06-08;00:17:45.718;;;;;;23003;132360382887210000;2020-06-08;00:18:08.721;;;;;;;;101115_0000000183;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E4198D0001;132360382998708536;2020-06-08;00:18:19.871;application/x-bolt;3698;0235381160;132360382686140000;2020-06-08;00:17:48.614;;;;;;23047;132360382916610000;2020-06-08;00:18:11.661;;;;;;;;101115_0000000184;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419F2000D;132360388827451833;2020-06-08;00:28:02.745;application/x-bolt;51992;;132360382712810000;2020-06-08;00:17:51.281;;;;;;603003;132360388742840000;2020-06-08;00:27:54.284;;;;29989;;Timeout;20367;101115_0000000185;;;VCS license timeout;;;VCS;;Timeout;;101115;20000;;202;;;549634;;Timeout;50367;;;;;;;
A01/000001E4198E0002;132360383062001017;2020-06-08;00:18:26.200;application/x-bolt;3928;0235632449 / 0235381640 / 0235381324;132360382749860000;2020-06-08;00:17:54.986;;;;;;23004;132360382979900000;2020-06-08;00:18:17.990;;;;;;;;101115_0000000186;;;Multiple main barcodes detected;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419900001;132360383090654783;2020-06-08;00:18:29.065;application/x-bolt;3705;0235381000;132360382778520000;2020-06-08;00:17:57.852;;;;;;23003;132360383008550000;2020-06-08;00:18:20.855;;;;;;;;101115_0000000187;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419910001;132360383127755545;2020-06-08;00:18:32.776;application/x-bolt;3705;0235381169;132360382815420000;2020-06-08;00:18:01.542;;;;;;23020;132360383045620000;2020-06-08;00:18:24.562;;;;;;;;101115_0000000188;;;;;;EDI;;Accept;;101115;20016;;2;;;;;;;;;;;;;
A01/000001E419920001;132360383162053984;2020-06-08;00:18:36.205;application/x-bolt;3692;0235381335;132360382849940000;2020-06-08;00:18:04.994;;;;;;23003;132360383079970000;2020-06-08;00:18:27.997;;;;;;;;101115_0000000189;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419930001;132360383192489226;2020-06-08;00:18:39.249;application/x-bolt;3688;0235381399;132360382880130000;2020-06-08;00:18:08.013;;;;;;23020;132360383110330000;2020-06-08;00:18:31.033;;;;;;;;101115_0000000190;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419940001;132360383232652527;2020-06-08;00:18:43.265;application/x-bolt;3691;0235381192;132360382910890000;2020-06-08;00:18:11.089;;;;;;23003;132360383140920000;2020-06-08;00:18:34.092;;;;;;;;101115_0000000191;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419950002;132360383261616546;2020-06-08;00:18:46.162;application/x-bolt;3718;0235381134;132360382943490000;2020-06-08;00:18:14.349;;;;;;23519;132360383178680000;2020-06-08;00:18:37.868;;;;;;;;101115_0000000192;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419970001;132360383294744017;2020-06-08;00:18:49.474;application/x-bolt;3713;0235381326;132360382980190000;2020-06-08;00:18:18.019;;;;;;23241;132360383212600000;2020-06-08;00:18:41.260;;;;;;;;101115_0000000193;;;;;;EDI;;Accept;;101115;20237;;2;;;;;;;;;;;;;
A01/000001E419980001;132360383321376098;2020-06-08;00:18:52.138;application/x-bolt;3693;0235381553;132360383009240000;2020-06-08;00:18:20.924;;;;;;23003;132360383239270000;2020-06-08;00:18:43.927;;;;;;;;101115_0000000194;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419990001;132360383348868898;2020-06-08;00:18:54.887;application/x-bolt;3709;0235381589;132360383036670000;2020-06-08;00:18:23.667;;;;;;23004;132360383266710000;2020-06-08;00:18:46.671;;;;;;;;101115_0000000195;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E4199A0001;132360383380715302;2020-06-08;00:18:58.072;application/x-bolt;3697;0235381557;132360383068570000;2020-06-08;00:18:26.857;;;;;;23002;132360383298590000;2020-06-08;00:18:49.859;;;;;;;;101115_0000000196;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E4199B0002;132360383409258974;2020-06-08;00:19:00.926;application/x-bolt;3718;0235381579;132360383096990000;2020-06-08;00:18:29.699;;;;;;23010;132360383327090000;2020-06-08;00:18:52.709;;;;;;;;101115_0000000197;;;;;;EDI;;Accept;;101115;20007;;2;;;;;;;;;;;;;
A01/000001E4199D0001;132360383580991378;2020-06-08;00:19:18.099;application/x-bolt;3702;0235381647;132360383268410000;2020-06-08;00:18:46.841;;;;;;23044;132360383498850000;2020-06-08;00:19:09.885;;;;;;;;101115_0000000198;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E4199E0001;132360383618502480;2020-06-08;00:19:21.850;application/x-bolt;3703;0235625894;132360383302640000;2020-06-08;00:18:50.264;;;;;;23371;132360383536350000;2020-06-08;00:19:13.635;;;;;;;;101115_0000000199;;;;;;EDI;;Accept;;101115;20367;;2;;;;;;;;;;;;;
A01/000001E4199F0001;132360383648267163;2020-06-08;00:19:24.827;application/x-bolt;3700;0235381648;132360383336140000;2020-06-08;00:18:53.614;;;;;;23003;132360383566170000;2020-06-08;00:19:16.617;;;;;;;;101115_0000000200;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419A00001;132360383714211847;2020-06-08;00:19:31.421;application/x-bolt;3680;0235606266;132360383402070000;2020-06-08;00:19:00.207;;;;;;23003;132360383632100000;2020-06-08;00:19:23.210;;;;;;;;101115_0000000201;;;;;;EDI;;Accept;;101115;20001;;2;;;;;;;;;;;;;
A01/000001E419FF000D;132360389584429536;2020-06-08;00:29:18.443;application/x-bolt;52623;;132360383469820000;2020-06-08;00:19:06.982;;;;;;603001;132360389499830000;2020-06-08;00:29:09.983;;;;29988;;Timeout;20367;101115_0000000202;;;VCS license timeout;;;VCS;;Timeout;;101115;20000;;202;;;549635;;Timeout;50365;;;;;;;
A01/000001E419A10001;132360384041172966;2020-06-08;00:20:04.117;application/x-bolt;3694;0235381547;132360383729030000;2020-06-08;00:19:32.903;;;;;;23003;132360383959060000;2020-06-08;00:19:55.906;;;;;;;;101115_0000000203;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419A20001;132360384093586430;2020-06-08;00:20:09.359;application/x-bolt;3697;0235381498;132360383781390000;2020-06-08;00:19:38.139;;;;;;23002;132360384011410000;2020-06-08;00:20:01.141;;;;;;;;101115_0000000204;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419A30001;132360384157339294;2020-06-08;00:20:15.734;application/x-bolt;3706;0235381565;132360383845130000;2020-06-08;00:19:44.513;;;;;;23003;132360384075160000;2020-06-08;00:20:07.516;;;;;;;;101115_0000000205;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419A40001;132360384198723611;2020-06-08;00:20:19.872;application/x-bolt;3705;0235381642;132360383886560000;2020-06-08;00:19:48.656;;;;;;23003;132360384116590000;2020-06-08;00:20:11.659;;;;;;;;101115_0000000206;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419A50001;132360384231310633;2020-06-08;00:20:23.131;application/x-bolt;3695;0235381607;132360383919160000;2020-06-08;00:19:51.916;;;;;;23003;132360384149190000;2020-06-08;00:20:14.919;;;;;;;;101115_0000000207;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419A60001;132360384262306334;2020-06-08;00:20:26.231;application/x-bolt;3698;0235381510;132360383950140000;2020-06-08;00:19:55.014;;;;;;23003;132360384180170000;2020-06-08;00:20:18.017;;;;;;;;101115_0000000208;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419A70001;132360384295944227;2020-06-08;00:20:29.594;application/x-bolt;3705;0235381632;132360383983430000;2020-06-08;00:19:58.343;;;;;;23003;132360384213460000;2020-06-08;00:20:21.346;;;;;;;;101115_0000000209;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419A80001;132360384326129257;2020-06-08;00:20:32.613;application/x-bolt;3699;0235381539;132360384013890000;2020-06-08;00:20:01.389;;;;;;23006;132360384243950000;2020-06-08;00:20:24.395;;;;;;;;101115_0000000210;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E41A0C000D;132360390157855026;2020-06-08;00:30:15.786;application/x-bolt;52456;;132360384043110000;2020-06-08;00:20:04.311;;;;;;603002;132360390073130000;2020-06-08;00:30:07.313;;;;29987;;Timeout;20362;101115_0000000211;;;VCS license timeout;;;VCS;;Timeout;;101115;20001;;202;;;549629;;Timeout;50372;;;;;;;
A01/000001E419A90001;132360384386219087;2020-06-08;00:20:38.622;application/x-bolt;3709;0235381624;132360384073510000;2020-06-08;00:20:07.351;;;;;;23004;132360384303550000;2020-06-08;00:20:30.355;;;;;;;;101115_0000000212;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419AA0002;132360384416284015;2020-06-08;00:20:41.628;application/x-bolt;3714;0235381513;132360384104180000;2020-06-08;00:20:10.418;;;;;;23003;132360384334210000;2020-06-08;00:20:33.421;;;;;;;;101115_0000000213;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419AC0001;132360384447249693;2020-06-08;00:20:44.725;application/x-bolt;3708;0235381611;132360384134970000;2020-06-08;00:20:13.497;;;;;;23019;132360384365160000;2020-06-08;00:20:36.516;;;;;;;;101115_0000000214;;;;;;EDI;;Accept;;101115;20016;;2;;;;;;;;;;;;;
A01/000001E419AD0001;132360384477734973;2020-06-08;00:20:47.773;application/x-bolt;3696;0235381568;132360384165550000;2020-06-08;00:20:16.555;;;;;;23005;132360384395600000;2020-06-08;00:20:39.560;;;;;;;;101115_0000000215;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419AE0001;132360384507859952;2020-06-08;00:20:50.786;application/x-bolt;3703;0235381626;132360384195660000;2020-06-08;00:20:19.566;;;;;;23003;132360384425690000;2020-06-08;00:20:42.569;;;;;;;;101115_0000000216;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419AF0001;132360384540597099;2020-06-08;00:20:54.060;application/x-bolt;3697;0235381364;132360384228430000;2020-06-08;00:20:22.843;;;;;;23003;132360384458460000;2020-06-08;00:20:45.846;;;;;;;;101115_0000000217;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E41A19000D;132360390376576395;2020-06-08;00:30:37.658;application/x-bolt;52238;;132360384261880000;2020-06-08;00:20:26.188;;;;;;603002;132360390291900000;2020-06-08;00:30:29.190;;;;29986;;Timeout;20355;101115_0000000218;;;VCS license timeout;;;VCS;;Timeout;;101115;20000;;202;;;549650;;Timeout;50351;;;;;;;
A01/000001E419B00002;132360384607702744;2020-06-08;00:21:00.770;application/x-bolt;3717;0235381572;132360384295440000;2020-06-08;00:20:29.544;;;;;;23003;132360384525470000;2020-06-08;00:20:52.547;;;;;;;;101115_0000000219;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419B20002;132360384636816883;2020-06-08;00:21:03.682;application/x-bolt;3715;0235381496;132360384324080000;2020-06-08;00:20:32.408;;;;;;23003;132360384554110000;2020-06-08;00:20:55.411;;;;;;;;101115_0000000220;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419B40001;132360384667322178;2020-06-08;00:21:06.732;application/x-bolt;3684;0235381617;132360384355130000;2020-06-08;00:20:35.513;;;;;;23004;132360384585170000;2020-06-08;00:20:58.517;;;;;;;;101115_0000000221;;;;;;EDI;;Accept;;101115;20001;;2;;;;;;;;;;;;;
A01/000001E419B50001;132360384710718163;2020-06-08;00:21:11.072;application/x-bolt;3708;0235381599;132360384398490000;2020-06-08;00:20:39.849;;;;;;23004;132360384628530000;2020-06-08;00:21:02.853;;;;;;;;101115_0000000222;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419B60001;132360384741303525;2020-06-08;00:21:14.130;application/x-bolt;3698;0235381600;132360384429170000;2020-06-08;00:20:42.917;;;;;;23002;132360384659190000;2020-06-08;00:21:05.919;;;;;;;;101115_0000000223;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419B70001;132360384772569453;2020-06-08;00:21:17.257;application/x-bolt;3693;0235381631;132360384460400000;2020-06-08;00:20:46.040;;;;;;23003;132360384690430000;2020-06-08;00:21:09.043;;;;;;;;101115_0000000224;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
A01/000001E419B80001;132360384803805354;2020-06-08;00:21:20.381;application/x-bolt;3679;0235380915;132360384491600000;2020-06-08;00:20:49.160;;;;;;23003;132360384721630000;2020-06-08;00:21:12.163;;;;;;;;101115_0000000225;;;;;;EDI;;Accept;;101115;20000;;2;;;;;;;;;;;;;
