BRL;ItemTime;ItemTime (local date);ItemTime (local time);BlobType;BlobSize;Barcode;CreateTime;CreateTime (local date);CreateTime (local time);Destination;DestinationAirport;DestinationDate;DestinationFlightNr;DestinationSource;Duration;FinishTime;FinishTime (local date);FinishTime (local time);Flags;LicensePlate;OCRExecute;OCRQueue;OCRRemarks;OCRResult;OCRStart;PieceId;ProcessPlanIDName;ProcessPlanIDVersion;Remarks;Side;SideSequence;Source;SpecialCategories;Status;Transfer;Tunnel;TunnelDuration;TunnelRemarks;TunnelSignals;TunnelType;VCSLicenseExecute;VCSLicenseQueue;VCSLicenseRemarks;VCSLicenseResult;VCSLicenseStart;VCSLicenseUser;VCSNoBSMExecute;VCSNoBSMQueue;VCSNoBSMRemarks;VCSNoBSMResult;VCSNoBSMStart;VCSNoBSMUser
A01/00000219C1C7000D;132446788774675076;2020-09-16;00:27:57.468;application/x-bolt;51911;;132446788222970000;2020-09-16;00:27:02.297;;;;;;48444;132446788707410000;2020-09-16;00:27:50.741;;;;25074;;Timeout;20355;100409_0000000732;;;"Enrichment ""VCCLicense"" cancelled: no requester available";;;VCS;;Cancel;;100409;20000;;202;Arrivals;;3;Cancelled: no requester available;Cancel;45440;;;;;;;
A01/00000219C1C50002;132446788546545463;2020-09-16;00:27:34.655;application/x-bolt;3746;0235039095;132446788251840000;2020-09-16;00:27:05.184;;;;;;23003;132446788481870000;2020-09-16;00:27:28.187;;;;;;;;100409_0000000733;;;;;;EDI;;Accept;;100409;20000;;2;Arrivals;;;;;;;;;;;;
A01/00000219C1D40002;132446791087857722;2020-09-16;00:31:48.786;application/x-bolt;3746;0077743659;132446790793020000;2020-09-16;00:31:19.302;;;;;;23003;132446791023050000;2020-09-16;00:31:42.305;;;;;;;;100409_0000000734;;;;;;EDI;;Accept;;100409;20000;;2;Arrivals;;;;;;;;;;;;
A01/00000219C1D60002;132446792540214874;2020-09-16;00:34:14.021;application/x-bolt;3734;0235977154;132446792245460000;2020-09-16;00:33:44.546;;;;;;23003;132446792475490000;2020-09-16;00:34:07.549;;;;;;;;100409_0000000735;;;;;;EDI;;Accept;;100409;20000;;2;Arrivals;;;;;;;;;;;;
A01/00000219C1D80002;132446792581088850;2020-09-16;00:34:18.109;application/x-bolt;3755;0235977155;132446792286330000;2020-09-16;00:33:48.633;;;;;;23003;132446792516360000;2020-09-16;00:34:11.636;;;;;;;;100409_0000000736;;;;;;EDI;;Accept;;100409;20000;;2;Arrivals;;;;;;;;;;;;
A01/00000219C1DA0002;132446792684544839;2020-09-16;00:34:28.454;application/x-bolt;3744;0235975804;132446792389720000;2020-09-16;00:33:58.972;;;;;;23003;132446792619750000;2020-09-16;00:34:21.975;;;;;;;;100409_0000000737;;;;;;EDI;;Accept;;100409;20000;;2;Arrivals;;;;;;;;;;;;
A01/00000219C1DC0002;132446792760087625;2020-09-16;00:34:36.009;application/x-bolt;3744;0235975803;132446792465290000;2020-09-16;00:34:06.529;;;;;;23003;132446792695320000;2020-09-16;00:34:29.532;;;;;;;;100409_0000000738;;;;;;EDI;;Accept;;100409;20000;;2;Arrivals;;;;;;;;;;;;
A01/00000219C1DE0002;132446792821888993;2020-09-16;00:34:42.189;application/x-bolt;3735;0176358805;132446792527110000;2020-09-16;00:34:12.711;;;;;;23003;132446792757140000;2020-09-16;00:34:35.714;;;;;;;;100409_0000000739;;;;;;EDI;;Accept;;100409;20000;;2;Arrivals;;;;;;;;;;;;
A01/00000219C1E00002;132446792863383481;2020-09-16;00:34:46.338;application/x-bolt;3737;0235977492;132446792568540000;2020-09-16;00:34:16.854;;;;;;23003;132446792798570000;2020-09-16;00:34:39.857;;;;;;;;100409_0000000740;;;;;;EDI;;Accept;;100409;20000;;2;Arrivals;;;;;;;;;;;;
A01/00000219C1E20002;132446792897141541;2020-09-16;00:34:49.714;application/x-bolt;3855;0235975802 / 6135975802;132446792602360000;2020-09-16;00:34:20.236;;;;;;23004;132446792832400000;2020-09-16;00:34:43.240;;;;;;;;100409_0000000741;;;Multiple main barcodes detected;;;EDI;;Accept;;100409;20000;;2;Arrivals;;;;;;;;;;;;
