BRL;ItemTime;ItemTime (local date);ItemTime (local time);BlobType;BlobSize;Barcode;CreateTime;CreateTime (local date);CreateTime (local time);Destination;DestinationAirport;DestinationDate;DestinationFlightNr;DestinationSource;Duration;FinishTime;FinishTime (local date);FinishTime (local time);Flags;LicensePlate;OCRExecute;OCRQueue;OCRRemarks;OCRResult;OCRStart;PieceId;ProcessPlanIDName;ProcessPlanIDVersion;Remarks;Side;SideSequence;Source;SpecialCategories;Status;Transfer;Tunnel;TunnelDuration;TunnelRemarks;TunnelSignals;TunnelType;VCSLicenseExecute;VCSLicenseQueue;VCSLicenseRemarks;VCSLicenseResult;VCSLicenseStart;VCSLicenseUser;VCSNoBSMExecute;VCSNoBSMQueue;VCSNoBSMRemarks;VCSNoBSMResult;VCSNoBSMStart;VCSNoBSMUser
D01/00000D4FFDF60007;132362100452927891;2020-06-10;00:00:45.293;application/x-bolt;24580;0235430965;132362100163110000;2020-06-10;00:00:16.311;;;;;;18008;132362100343190000;2020-06-10;00:00:34.319;;;;;;;;131700_0034459477;;;;;;EDI+EDI;;Accept;;131700;4935;;123;Departures;;;;;;;;;;;;
D01/00000D4FFDFD0006;132362100466439446;2020-06-10;00:00:46.644;application/x-bolt;23583;0235430967 / 0235768664 / 0235430997;132362100177480000;2020-06-10;00:00:17.748;;;;;;18006;132362100357540000;2020-06-10;00:00:35.754;;;;;;;;131800_0034459488;;;Multiple main barcodes detected;Camera02;14;EDI+EDI;;Accept;;131800;2225;;123;Departures;;;;;;;;;;;;
D01/00000D4FFE030006;132362100537129887;2020-06-10;00:00:53.713;application/x-bolt;23480;0235430964;132362100247580000;2020-06-10;00:00:24.758;;;;;;18006;132362100427640000;2020-06-10;00:00:42.764;;;;;;;;131700_0034459476;;;;;;EDI+EDI;;Accept;;131700;2366;;123;Departures;;;;;;;;;;;;
D01/00000D4FFE090007;132362100736910717;2020-06-10;00:01:13.691;application/x-bolt;27816;0235430966;132362100447380000;2020-06-10;00:00:44.738;;;;;;18007;132362100627450000;2020-06-10;00:01:02.745;;;;;;;;131700_0034459480;;;;;;EDI+EDI;;Accept;;131700;2376;;123;Departures;;;;;;;;;;;;
D01/00000D4FFE100007;132362100770029033;2020-06-10;00:01:17.003;application/x-bolt;24374;0618714772;132362100464440000;2020-06-10;00:00:46.444;;;;;;18008;132362100644520000;2020-06-10;00:01:04.452;;;;;;;;131900_0034459501;;;;Camera06;06;EDI+EDI;;Accept;;131900;3409;;123;Departures;;;;;;;;;;;;
D01/00000D4FFE170007;132362100853170123;2020-06-10;00:01:25.317;application/x-bolt;24790;0618714771;132362100547350000;2020-06-10;00:00:54.735;;;;;;18007;132362100727420000;2020-06-10;00:01:12.742;;;;;;;;131900_0034459502;;;;Camera06;03;EDI+EDI;;Accept;;131900;3105;;123;Departures;;;;;;;;;;;;
D01/00000D4FFE1E0006;132362101128685712;2020-06-10;00:01:52.869;application/x-bolt;21576;0384004292;132362100860980000;2020-06-10;00:01:26.098;;;;;;18010;132362101041080000;2020-06-10;00:01:44.108;;;;;;;;132000_0034459507;;;;;;EDI+EDI;;Accept;;132000;2309;;123;Departures;;;;;;;;;;;;
D01/00000D4FFE2B0007;132362101407394028;2020-06-10;00:02:20.739;application/x-bolt;24305;0618714774;132362101101540000;2020-06-10;00:01:50.154;;;;;;18009;132362101281630000;2020-06-10;00:02:08.163;;;;;;;;131900_0034459508;;;;Camera06;05;EDI+EDI;;Accept;;131900;2582;;123;Departures;;;;;;;;;;;;
D01/00000D4FFE240007;132362101388317713;2020-06-10;00:02:18.832;application/x-bolt;25264;0384004293;132362101120570000;2020-06-10;00:01:52.057;;;;;;18006;132362101300630000;2020-06-10;00:02:10.063;;;;;;;;132000_0034459510;;;;;;EDI+EDI;;Accept;;132000;3317;;123;Departures;;;;;;;;;;;;
D01/00000D4FFE320007;132362101566970477;2020-06-10;00:02:36.697;application/x-bolt;24898;0235430968;132362101277210000;2020-06-10;00:02:07.721;;;;;;18007;132362101457280000;2020-06-10;00:02:25.728;;;;;;;;131700_0034459496;;;;;;EDI+EDI;;Accept;;131700;2387;;123;Departures;;;;;;;;;;;;
D01/00000D4FFE390006;132362101646918836;2020-06-10;00:02:44.692;application/x-bolt;23748;0384004294;132362101379240000;2020-06-10;00:02:17.924;;;;;;18006;132362101559300000;2020-06-10;00:02:35.930;;;;;;;;132000_0034459513;;;;Camera03;13;EDI+EDI;;Accept;;132000;2316;;123;Departures;;;;;;;;;;;;
D01/00000D4FFE3F0007;132362101851103428;2020-06-10;00:03:05.110;application/x-bolt;25115;0235430969;132362101561430000;2020-06-10;00:02:36.143;;;;;;18007;132362101741500000;2020-06-10;00:02:54.150;;;;;;;;131700_0034459499;;;;;;EDI+EDI;;Accept;;131700;5100;;123;Departures;;;;;;;;;;;;
D01/00000D4FFE460007;132362101901236294;2020-06-10;00:03:10.124;application/x-bolt;25383;0384004296;132362101633480000;2020-06-10;00:02:43.348;;;;;;18007;132362101813550000;2020-06-10;00:03:01.355;;;;;;;;132000_0034459514;;;;;;EDI+EDI;;Accept;;132000;2305;;123;Departures;;;;;;;;;;;;
D01/00000D4FFE530007;132362102225903908;2020-06-10;00:03:42.590;application/x-bolt;27122;0235430970;132362101936410000;2020-06-10;00:03:13.641;;;;;;18006;132362102116470000;2020-06-10;00:03:31.647;;;;;;;;131700_0034459505;;;;;;EDI+EDI;;Accept;;131700;2351;;123;Departures;;;;;;;;;;;;
D01/00000D4FFE4D0006;132362102225073200;2020-06-10;00:03:42.507;application/x-bolt;23184;0384004297;132362101957370000;2020-06-10;00:03:15.737;;;;;;18007;132362102137440000;2020-06-10;00:03:33.744;;;;;;;;132000_0034459517;;;;Camera03;07;EDI+EDI;;Accept;;132000;2313;;123;Departures;;;;;;;;;;;;
