BRL;ItemTime;ItemTime (local date);ItemTime (local time);BlobType;BlobSize;Barcode;CreateTime;CreateTime (local date);CreateTime (local time);Destination;DestinationAirport;DestinationDate;DestinationFlightNr;DestinationSource;Duration;FinishTime;FinishTime (local date);FinishTime (local time);Flags;LicensePlate;OCRExecute;OCRQueue;OCRRemarks;OCRResult;OCRStart;PieceId;ProcessPlanIDName;ProcessPlanIDVersion;Remarks;Side;SideSequence;Source;SpecialCategories;Status;Transfer;Tunnel;TunnelDuration;TunnelRemarks;TunnelSignals;TunnelType;VCSLicenseExecute;VCSLicenseQueue;VCSLicenseRemarks;VCSLicenseResult;VCSLicenseStart;VCSLicenseUser;VCSNoBSMExecute;VCSNoBSMQueue;VCSNoBSMRemarks;VCSNoBSMResult;VCSNoBSMStart;VCSNoBSMUser
A01/000001F341930001;132390612791064738;2020-07-13;00:01:19.106;application/x-bolt;3704;0235409238;132390612026840000;2020-07-13;00:00:02.684;;;;;;23009;132390612256930000;2020-07-13;00:00:25.693;;;;;;;;100921_0000000018;;;;;;EDI;;Accept;;100921;20005;;2;;;;;;;;;;;;;
A01/000001F341940001;132390612825653482;2020-07-13;00:01:22.565;application/x-bolt;3692;0235409343;132390612061480000;2020-07-13;00:00:06.148;;;;;;23003;132390612291510000;2020-07-13;00:00:29.151;;;;;;;;100921_0000000019;;;;;;EDI;;Accept;;100921;20000;;2;;;;;;;;;;;;;
A01/000001F341950001;132390612853756840;2020-07-13;00:01:25.376;application/x-bolt;3690;0235409081;132390612089640000;2020-07-13;00:00:08.964;;;;;;23003;132390612319670000;2020-07-13;00:00:31.967;;;;;;;;100921_0000000020;;;;;;EDI;;Accept;;100921;20000;;2;;;;;;;;;;;;;
A01/000001F341960002;132390612886914404;2020-07-13;00:01:28.691;application/x-bolt;3820;0235682330 / 0235409358;132390612122700000;2020-07-13;00:00:12.270;;;;;;23003;132390612352730000;2020-07-13;00:00:35.273;;;;;;;;100921_0000000021;;;Multiple main barcodes detected;;;EDI;;Accept;;100921;20000;;2;;;;;;;;;;;;;
A01/000001F341980002;132390612914247120;2020-07-13;00:01:31.425;application/x-bolt;3849;0235409331 / 0104497188;132390612150080000;2020-07-13;00:00:15.008;;;;;;23003;132390612380110000;2020-07-13;00:00:38.011;;;;;;;;100921_0000000022;;;Multiple main barcodes detected;;;EDI;;Accept;;100921;20000;;2;;;;;;;;;;;;;
A01/000001F3419A0001;132390612947574820;2020-07-13;00:01:34.757;application/x-bolt;3682;0235409239;132390612183330000;2020-07-13;00:00:18.333;;;;;;23003;132390612413360000;2020-07-13;00:00:41.336;;;;;;;;100921_0000000023;;;;;;EDI;;Accept;;100921;20000;;2;;;;;;;;;;;;;
A01/000001F3419B0001;132390612975518046;2020-07-13;00:01:37.552;application/x-bolt;3684;0235409370;132390612211320000;2020-07-13;00:00:21.132;;;;;;23002;132390612441340000;2020-07-13;00:00:44.134;;;;;;;;100921_0000000024;;;;;;EDI;;Accept;;100921;20000;;2;;;;;;;;;;;;;
A01/000001F3419C0001;132390613017853235;2020-07-13;00:01:41.785;application/x-bolt;3701;0235409201;132390612253570000;2020-07-13;00:00:25.357;;;;;;23003;132390612483600000;2020-07-13;00:00:48.360;;;;;;;;100921_0000000025;;;;;;EDI;;Accept;;100921;20000;;2;;;;;;;;;;;;;
A01/000001F341AB0001;132390613046557090;2020-07-13;00:01:44.656;application/x-bolt;3686;0235409257;132390612282300000;2020-07-13;00:00:28.230;;;;;;23004;132390612512340000;2020-07-13;00:00:51.234;;;;;;;;100921_0000000026;;;;;;EDI;;Accept;;100921;20000;;2;;;;;;;;;;;;;
A01/000001F341AC0002;132390613080325158;2020-07-13;00:01:48.033;application/x-bolt;3828;0235270951 / 0235409222;132390612316110000;2020-07-13;00:00:31.611;;;;;;23003;132390612546140000;2020-07-13;00:00:54.614;;;;;;;;100921_0000000027;;;Multiple main barcodes detected;;;EDI;;Accept;;100921;20000;;2;;;;;;;;;;;;;
