BRL;ItemTime;ItemTime (local date);ItemTime (local time);BlobType;BlobSize;Barcode;CreateTime;CreateTime (local date);CreateTime (local time);Destination;DestinationAirport;DestinationDate;DestinationFlightNr;DestinationSource;Duration;FinishTime;FinishTime (local date);FinishTime (local time);Flags;LicensePlate;OCRExecute;OCRQueue;OCRRemarks;OCRResult;OCRStart;PieceId;ProcessPlanIDName;ProcessPlanIDVersion;Remarks;Side;SideSequence;Source;SpecialCategories;Status;Transfer;Tunnel;TunnelDuration;TunnelRemarks;TunnelSignals;TunnelType;VCSLicenseExecute;VCSLicenseQueue;VCSLicenseRemarks;VCSLicenseResult;VCSLicenseStart;VCSLicenseUser;VCSNoBSMExecute;VCSNoBSMQueue;VCSNoBSMRemarks;VCSNoBSMResult;VCSNoBSMStart;VCSNoBSMUser
A01/000001E296120001;132346548371185632;2020-05-23;00:00:37.119;application/x-bolt;3699;0235982498;132346548042790000;2020-05-23;00:00:04.279;;;;;;23003;132346548272820000;2020-05-23;00:00:27.282;;;;;;;;100613_0000000254;;;;;;EDI;;Accept;;100613;20001;;2;;;;;;;;;;;;;
A01/000001E2962F0001;132346552567046494;2020-05-23;00:07:36.705;application/x-bolt;3699;0235983658;132346552238670000;2020-05-23;00:07:03.867;;;;;;23003;132346552468700000;2020-05-23;00:07:26.870;;;;;;;;100613_0000000255;;;;;;EDI;;Accept;;100613;20001;;2;;;;;;;;;;;;;
A01/000001E296300001;132346552599603345;2020-05-23;00:07:39.960;application/x-bolt;3697;0235983788;132346552271140000;2020-05-23;00:07:07.114;;;;;;23003;132346552501170000;2020-05-23;00:07:30.117;;;;;;;;100613_0000000256;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E296310001;132346552627886677;2020-05-23;00:07:42.789;application/x-bolt;3701;0235983690;132346552299530000;2020-05-23;00:07:09.953;;;;;;23003;132346552529560000;2020-05-23;00:07:32.956;;;;;;;;100613_0000000257;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E296320001;132346552751908974;2020-05-23;00:07:55.191;application/x-bolt;3694;0235983309;132346552416360000;2020-05-23;00:07:21.636;;;;;;23003;132346552646390000;2020-05-23;00:07:44.639;;;;;;;;100613_0000000258;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E296330001;132346552772245749;2020-05-23;00:07:57.225;application/x-bolt;3702;0235983592;132346552443390000;2020-05-23;00:07:24.339;;;;;;23044;132346552673830000;2020-05-23;00:07:47.383;;;;;;;;100613_0000000259;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E296340002;132346552883707685;2020-05-23;00:08:08.371;application/x-bolt;3837;0065519123 / 0235982864;132346552555250000;2020-05-23;00:07:35.525;;;;;;23003;132346552785280000;2020-05-23;00:07:58.528;;;;;;;;100613_0000000260;;;Multiple main barcodes detected;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E296360002;132346552917285379;2020-05-23;00:08:11.729;application/x-bolt;3840;0235983529 / 0593225917;132346552588890000;2020-05-23;00:07:38.889;;;;;;23002;132346552818910000;2020-05-23;00:08:01.891;;;;;;;;100613_0000000261;;;Multiple main barcodes detected;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E296380002;132346552978736068;2020-05-23;00:08:17.874;application/x-bolt;3798;0235983350 / 0335983350;132346552650320000;2020-05-23;00:07:45.032;;;;;;23003;132346552880350000;2020-05-23;00:08:08.035;;;;;;;;100613_0000000262;;;Multiple main barcodes detected;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E2963A0001;132346553016827488;2020-05-23;00:08:21.683;application/x-bolt;3687;0235983327;132346552688420000;2020-05-23;00:07:48.842;;;;;;23003;132346552918450000;2020-05-23;00:08:11.845;;;;;;;;100613_0000000263;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E2963B0002;132346553048323465;2020-05-23;00:08:24.832;application/x-bolt;3821;0235983681 / 0235448893;132346552719840000;2020-05-23;00:07:51.984;;;;;;23003;132346552949870000;2020-05-23;00:08:14.987;;;;;;;;100613_0000000264;;;Multiple main barcodes detected;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E2964B0001;132346553086735149;2020-05-23;00:08:28.674;application/x-bolt;3691;0235983597;132346552758300000;2020-05-23;00:07:55.830;;;;;;23003;132346552988330000;2020-05-23;00:08:18.833;;;;;;;;100613_0000000265;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E2964C0001;132346553141220087;2020-05-23;00:08:34.122;application/x-bolt;3691;0235983477;132346552812610000;2020-05-23;00:08:01.261;;;;;;23003;132346553042640000;2020-05-23;00:08:24.264;;;;;;;;100613_0000000266;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E2964D0001;132346553182013737;2020-05-23;00:08:38.201;application/x-bolt;3702;0235982805;132346552853590000;2020-05-23;00:08:05.359;;;;;;23003;132346553083620000;2020-05-23;00:08:28.362;;;;;;;;100613_0000000267;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E2964E0001;132346553434902329;2020-05-23;00:09:03.490;application/x-bolt;3698;0235983148;132346553106490000;2020-05-23;00:08:30.649;;;;;;23003;132346553336520000;2020-05-23;00:08:53.652;;;;;;;;100613_0000000268;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E2964F0001;132346553463265718;2020-05-23;00:09:06.327;application/x-bolt;3687;0235982670;132346553134790000;2020-05-23;00:08:33.479;;;;;;23003;132346553364820000;2020-05-23;00:08:56.482;;;;;;;;100613_0000000269;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E296500001;132346553502267888;2020-05-23;00:09:10.227;application/x-bolt;3703;0235983605;132346553173850000;2020-05-23;00:08:37.385;;;;;;23003;132346553403880000;2020-05-23;00:09:00.388;;;;;;;;100613_0000000270;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E296510001;132346553535595381;2020-05-23;00:09:13.560;application/x-bolt;3686;0235983760;132346553207150000;2020-05-23;00:08:40.715;;;;;;23003;132346553437180000;2020-05-23;00:09:03.718;;;;;;;;100613_0000000271;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E296520001;132346553571565048;2020-05-23;00:09:17.157;application/x-bolt;3688;0235983786;132346553243180000;2020-05-23;00:08:44.318;;;;;;23002;132346553473200000;2020-05-23;00:09:07.320;;;;;;;;100613_0000000272;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E296530002;132346553995724909;2020-05-23;00:09:59.572;application/x-bolt;3841;0235983627 / 0065476445;132346553667280000;2020-05-23;00:09:26.728;;;;;;23003;132346553897310000;2020-05-23;00:09:49.731;;;;;;;;100613_0000000273;;;Multiple main barcodes detected;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E29697000D;132346559860932692;2020-05-23;00:19:46.093;application/x-bolt;51010;;132346553730040000;2020-05-23;00:09:33.004;;;;;;603002;132346559760060000;2020-05-23;00:19:36.006;;;;29987;;Timeout;20369;100613_0000000274;;;VCS license timeout;;;VCS;;Timeout;;100613;20000;;202;;;549635;;Timeout;50366;;;;;;;
A01/000001E296550002;132346554093095222;2020-05-23;00:10:09.310;application/x-bolt;3810;0235983568 / 0235988724;132346553764630000;2020-05-23;00:09:36.463;;;;;;23004;132346553994670000;2020-05-23;00:09:59.467;;;;;;;;100613_0000000275;;;Multiple main barcodes detected;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E296570002;132346554140043945;2020-05-23;00:10:14.004;application/x-bolt;3831;0235983405 / 0235801569;132346553811600000;2020-05-23;00:09:41.160;;;;;;23003;132346554041630000;2020-05-23;00:10:04.163;;;;;;;;100613_0000000276;;;Multiple main barcodes detected;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E296590001;132346554482256210;2020-05-23;00:10:48.226;application/x-bolt;3694;0235983626;132346554153840000;2020-05-23;00:10:15.384;;;;;;23003;132346554383870000;2020-05-23;00:10:38.387;;;;;;;;100613_0000000277;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E2965A0001;132346554621731253;2020-05-23;00:11:02.173;application/x-bolt;3692;0235983621;132346554293240000;2020-05-23;00:10:29.324;;;;;;23003;132346554523270000;2020-05-23;00:10:52.327;;;;;;;;100613_0000000278;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E2965B0001;132346554652526656;2020-05-23;00:11:05.253;application/x-bolt;3696;0235983161;132346554324050000;2020-05-23;00:10:32.405;;;;;;23003;132346554554080000;2020-05-23;00:10:55.408;;;;;;;;100613_0000000279;;;;;;EDI;;Accept;;100613;20001;;2;;;;;;;;;;;;;
A01/000001E2965C0001;132346554711815557;2020-05-23;00:11:11.182;application/x-bolt;3691;0235983130;132346554383320000;2020-05-23;00:10:38.332;;;;;;23003;132346554613350000;2020-05-23;00:11:01.335;;;;;;;;100613_0000000280;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E2965D0001;132346554892864895;2020-05-23;00:11:29.286;application/x-bolt;3696;0235983281;132346554564380000;2020-05-23;00:10:56.438;;;;;;23003;132346554794410000;2020-05-23;00:11:19.441;;;;;;;;100613_0000000281;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E2965E0001;132346555364193661;2020-05-23;00:12:16.419;application/x-bolt;3704;0235983485;132346555035760000;2020-05-23;00:11:43.576;;;;;;23003;132346555265790000;2020-05-23;00:12:06.579;;;;;;;;100613_0000000282;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E2965F0001;132346555629992896;2020-05-23;00:12:42.999;application/x-bolt;3710;0235983429;132346555290990000;2020-05-23;00:12:09.099;;;;;;24051;132346555531500000;2020-05-23;00:12:33.150;;;;;;;;100613_0000000283;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
A01/000001E296600002;132346555659967623;2020-05-23;00:12:45.997;application/x-bolt;3717;0235983484;132346555317400000;2020-05-23;00:12:11.740;;;;;;24409;132346555561490000;2020-05-23;00:12:36.149;;;;;;;;100613_0000000284;;;;;;EDI;;Accept;;100613;20930;;2;;;;;;;;;;;;;
A01/000001E296620001;132346555757017672;2020-05-23;00:12:55.702;application/x-bolt;3695;0235983694;132346555428560000;2020-05-23;00:12:22.856;;;;;;23003;132346555658590000;2020-05-23;00:12:45.859;;;;;;;;100613_0000000285;;;;;;EDI;;Accept;;100613;20000;;2;;;;;;;;;;;;;
