BRL;ItemTime;ItemTime (local date);ItemTime (local time);BlobType;BlobSize;Barcode;CreateTime;CreateTime (local date);CreateTime (local time);Destination;DestinationAirport;DestinationDate;DestinationFlightNr;DestinationSource;Duration;FinishTime;FinishTime (local date);FinishTime (local time);Flags;LicensePlate;OCRExecute;OCRQueue;OCRRemarks;OCRResult;OCRStart;PieceId;ProcessPlanIDName;ProcessPlanIDVersion;Remarks;Side;SideSequence;Source;SpecialCategories;Status;Transfer;Tunnel;TunnelDuration;TunnelRemarks;TunnelSignals;TunnelType;VCSLicenseExecute;VCSLicenseQueue;VCSLicenseRemarks;VCSLicenseResult;VCSLicenseStart;VCSLicenseUser;VCSNoBSMExecute;VCSNoBSMQueue;VCSNoBSMRemarks;VCSNoBSMResult;VCSNoBSMStart;VCSNoBSMUser
D01/00000D4587C50007;132303636275158896;2020-04-03;08:00:27.516;application/x-bolt;25965;0235902119;132303636040040000;2020-04-03;08:00:04.004;;;;;;18006;132303636220100000;2020-04-03;08:00:22.010;;;;;;;;131900_0034340862;;;;;;EDI+EDI;;Accept;;131900;2358;;123;Departures;;;;;;;;;;;;
D01/00000D4587CC0006;132303636320667274;2020-04-03;08:00:32.067;application/x-bolt;23624;0523042773;132303636045832000;2020-04-03;08:00:04.583;;;;;;18008;132303636225912000;2020-04-03;08:00:22.591;;;;;;;;132000_0034340861;;;;Camera02;10;EDI+EDI;;Accept;;132000;2240;;123;Departures;;;;;;;;;;;;
D01/00000D4587D20007;132303636677678379;2020-04-03;08:01:07.768;application/x-bolt;25350;0235902121;132303636442510000;2020-04-03;08:00:44.251;;;;;;18006;132303636622570000;2020-04-03;08:01:02.257;;;;;;;;131900_0034340863;;;;;;EDI+EDI;;Accept;;131900;2365;;123;Departures;;;;;;;;;;;;
D01/00000D4587D90007;132303637136305154;2020-04-03;08:01:53.631;application/x-bolt;24249;0235902122;132303636901140000;2020-04-03;08:01:30.114;;;;;;18008;132303637081220000;2020-04-03;08:01:48.122;;;;;;;;131900_0034340865;;;;;;EDI+EDI;;Accept;;131900;2368;;123;Departures;;;;;;;;;;;;
D01/00000D4587E00006;132303637382923142;2020-04-03;08:02:18.292;application/x-bolt;23738;0523043767;132303637108032000;2020-04-03;08:01:50.803;;;;;;18009;132303637288122000;2020-04-03;08:02:08.812;;;;;;;;132000_0034340864;;;;;;EDI+EDI;;Accept;;132000;2249;;123;Departures;;;;;;;;;;;;
D01/00000D4587E60007;132303637396484582;2020-04-03;08:02:19.648;application/x-bolt;26309;0235902123;132303637161290000;2020-04-03;08:01:56.129;;;;;;18007;132303637341360000;2020-04-03;08:02:14.136;;;;;;;;131900_0034340867;;;;;;EDI+EDI;;Accept;;131900;2353;;123;Departures;;;;;;;;;;;;
D01/00000D4587ED0006;132303637523011289;2020-04-03;08:02:32.301;application/x-bolt;21201;0523043768;132303637248332000;2020-04-03;08:02:04.833;;;;;;18007;132303637428402000;2020-04-03;08:02:22.840;;;;;;;;132000_0034340866;;;;;;EDI+EDI;;Accept;;132000;2234;;123;Departures;;;;;;;;;;;;
D01/00000D4587F30007;132303637648096780;2020-04-03;08:02:44.810;application/x-bolt;26097;0235902054;132303637412850000;2020-04-03;08:02:21.285;;;;;;18007;132303637592920000;2020-04-03;08:02:39.292;;;;;;;;131900_0034340870;;;;;;EDI+EDI;;Accept;;131900;3250;;123;Departures;;;;;;;;;;;;
D01/00000D4588010007;132303637694916267;2020-04-03;08:02:49.492;application/x-bolt;24320;0523043769;132303637420102000;2020-04-03;08:02:22.010;;;;;;18008;132303637600182000;2020-04-03;08:02:40.018;;;;;;;;132000_0034340868;;;;Camera05;01;EDI+EDI;;Accept;;132000;2253;;123;Departures;;;;;;;;;;;;
D01/00000D4587FA0007;132303637680464081;2020-04-03;08:02:48.046;application/x-bolt;25384;0235902125;132303637445280000;2020-04-03;08:02:24.528;;;;;;18007;132303637625350000;2020-04-03;08:02:42.535;;;;;;;;131900_0034340871;;;;;;EDI+EDI;;Accept;;131900;2217;;123;Departures;;;;;;;;;;;;
D01/00000D4588080007;132303637702242448;2020-04-03;08:02:50.224;application/x-bolt;26171;0235902127;132303637467100000;2020-04-03;08:02:26.710;;;;;;18007;132303637647170000;2020-04-03;08:02:44.717;;;;;;;;131900_0034340874;;;;;;EDI+EDI;;Accept;;131900;2265;;123;Departures;;;;;;;;;;;;
D01/00000D45880F0007;132303637789385940;2020-04-03;08:02:58.939;application/x-bolt;25521;0235902100 / 0235764353;132303637554340000;2020-04-03;08:02:35.434;;;;;;18006;132303637734400000;2020-04-03;08:02:53.440;;;;;;;;131900_0034340872;;;Multiple main barcodes detected;;;EDI+EDI;;Accept;;131900;2468;;123;Departures;;;;;;;;;;;;
D01/00000D4588160007;132303637836305510;2020-04-03;08:03:03.631;application/x-bolt;24463;0523043770;132303637561562000;2020-04-03;08:02:36.156;;;;;;18007;132303637741632000;2020-04-03;08:02:54.163;;;;;;;;132000_0034340869;;;;;;EDI+EDI;;Accept;;132000;2267;;123;Departures;;;;;;;;;;;;
D01/00000D45881D0007;132303637845713442;2020-04-03;08:03:04.571;application/x-bolt;24606;0235902099;132303637610570000;2020-04-03;08:02:41.057;;;;;;18008;132303637790650000;2020-04-03;08:02:59.065;;;;;;;;131900_0034340873;;;;Camera04;05;EDI+EDI;;Accept;;131900;2409;;123;Departures;;;;;;;;;;;;
D01/00000D4588240007;132303638112298272;2020-04-03;08:03:31.230;application/x-bolt;24715;0235902131;132303637877040000;2020-04-03;08:03:07.704;;;;;;18006;132303638057100000;2020-04-03;08:03:25.710;;;;;;;;131900_0034340878;;;;;;EDI+EDI;;Accept;;131900;2366;;123;Departures;;;;;;;;;;;;
D01/00000D45882B0007;132303638281360856;2020-04-03;08:03:48.136;application/x-bolt;24500;0235902130;132303638046140000;2020-04-03;08:03:24.614;;;;;;18007;132303638226210000;2020-04-03;08:03:42.621;;;;;;;;131900_0034340877;;;;;;EDI+EDI;;Accept;;131900;2395;;123;Departures;;;;;;;;;;;;
D01/00000D4588320007;132303638465386054;2020-04-03;08:04:06.539;application/x-bolt;26611;0235902126;132303638230360000;2020-04-03;08:03:43.036;;;;;;18007;132303638410430000;2020-04-03;08:04:01.043;;;;;;;;131900_0034340879;;;;;;EDI+EDI;;Accept;;131900;2396;;123;Departures;;;;;;;;;;;;
D01/00000D4588390007;132303638552979927;2020-04-03;08:04:15.298;application/x-bolt;24316;0235902124;132303638317970000;2020-04-03;08:03:51.797;;;;;;18007;132303638498040000;2020-04-03;08:04:09.804;;;;;;;;131900_0034340880;;;;;;EDI+EDI;;Accept;;131900;4747;;123;Departures;;;;;;;;;;;;
D01/00000D4588400007;132303638579992707;2020-04-03;08:04:17.999;application/x-bolt;24268;0235902129;132303638344710000;2020-04-03;08:03:54.471;;;;;;18010;132303638524810000;2020-04-03;08:04:12.481;;;;;;;;131900_0034340881;;;;Camera06;03;EDI+EDI;;Accept;;131900;2433;;123;Departures;;;;;;;;;;;;
D01/00000D4588470007;132303638611939665;2020-04-03;08:04:21.194;application/x-bolt;25626;0235902128;132303638376740000;2020-04-03;08:03:57.674;;;;;;18007;132303638556810000;2020-04-03;08:04:15.681;;;;;;;;131900_0034340882;;;;;;EDI+EDI;;Accept;;131900;2408;;123;Departures;;;;;;;;;;;;
D01/00000D45884E0007;132303638643015858;2020-04-03;08:04:24.302;application/x-bolt;26351;0235902134;132303638407210000;2020-04-03;08:04:00.721;;;;;;18076;132303638587970000;2020-04-03;08:04:18.797;;;;;;;;131900_0034340886;;;;;;EDI+EDI;;Accept;;131900;2460;;123;Departures;;;;;;;;;;;;
D01/00000D4588550007;132303638669708372;2020-04-03;08:04:26.971;application/x-bolt;25183;0235902132;132303638434600000;2020-04-03;08:04:03.460;;;;;;18007;132303638614670000;2020-04-03;08:04:21.467;;;;;;;;131900_0034340884;;;;;;EDI+EDI;;Accept;;131900;2422;;123;Departures;;;;;;;;;;;;
D01/00000D45885C0007;132303638759293926;2020-04-03;08:04:35.929;application/x-bolt;24550;0235902133;132303638524130000;2020-04-03;08:04:12.413;;;;;;18006;132303638704190000;2020-04-03;08:04:30.419;;;;;;;;131900_0034340885;;;;Camera05;03;EDI+EDI;;Accept;;131900;4130;;123;Departures;;;;;;;;;;;;
D01/00000D4588630007;132303639052020801;2020-04-03;08:05:05.202;application/x-bolt;24245;7096910347 / 0065153672 / 0523124176 / 0235757824;132303638777092000;2020-04-03;08:04:37.709;;;;;;18007;132303638957162000;2020-04-03;08:04:55.716;;;;;;;;132000_0034340883;;;Multiple main barcodes detected;Camera01;06;EDI+EDI;;Accept;;132000;2254;;123;Departures;;;;;;;;;;;;
D01/00000D45886A0007;132303639324310442;2020-04-03;08:05:32.431;application/x-bolt;24469;0235902136 / 0066072954;132303639089030000;2020-04-03;08:05:08.903;;;;;;18007;132303639269100000;2020-04-03;08:05:26.910;;;;;;;;131900_0034340888;;;Multiple main barcodes detected;;;EDI+EDI;;Accept;;131900;2418;;123;Departures;;;;;;;;;;;;
D01/00000D4588710006;132303639451888034;2020-04-03;08:05:45.189;application/x-bolt;23968;0523040739;132303639177002000;2020-04-03;08:05:17.700;;;;;;18007;132303639357072000;2020-04-03;08:05:35.707;;;;;;;;132000_0034340887;;;;Camera02;11;EDI+EDI;;Accept;;132000;2263;;123;Departures;;;;;;;;;;;;
D01/00000D4588770006;132303639769615993;2020-04-03;08:06:16.962;application/x-bolt;23203;0523024003;132303639494842000;2020-04-03;08:05:49.484;;;;;;18007;132303639674912000;2020-04-03;08:06:07.491;;;;;;;;132000_0034340889;;;;Camera01;11;EDI+EDI;;Accept;;132000;2281;;123;Departures;;;;;;;;;;;;
D01/00000D45887D0007;132303639799040806;2020-04-03;08:06:19.904;application/x-bolt;24214;0523122191;132303639524442000;2020-04-03;08:05:52.444;;;;;;18007;132303639704512000;2020-04-03;08:06:10.451;;;;;;;;132000_0034340890;;;;;;EDI+EDI;;Accept;;132000;2278;;123;Departures;;;;;;;;;;;;
D01/00000D4588840006;132303640022459227;2020-04-03;08:06:42.246;application/x-bolt;24153;0523024997;132303639747562000;2020-04-03;08:06:14.756;;;;;;18007;132303639927632000;2020-04-03;08:06:32.763;;;;;;;;132000_0034340891;;;;;;EDI+EDI;;Accept;;132000;2303;;123;Departures;;;;;;;;;;;;
D01/00000D45888A0007;132303640083780949;2020-04-03;08:06:48.378;application/x-bolt;25128;0235902137;132303639848420000;2020-04-03;08:06:24.842;;;;;;18014;132303640028560000;2020-04-03;08:06:42.856;;;;;;;;131900_0034340895;;;;Camera03;05;EDI+EDI;;Accept;;131900;2401;;123;Departures;;;;;;;;;;;;
D01/00000D4588910007;132303640126286798;2020-04-03;08:06:52.629;application/x-bolt;26945;0235902138;132303639891010000;2020-04-03;08:06:29.101;;;;;;18006;132303640071070000;2020-04-03;08:06:47.107;;;;;;;;131900_0034340894;;;;;;EDI+EDI;;Accept;;131900;2439;;123;Departures;;;;;;;;;;;;
D01/00000D4588980007;132303640220996668;2020-04-03;08:07:02.100;application/x-bolt;24116;0523067448 / 0157254173;132303639946112000;2020-04-03;08:06:34.611;;;;;;18009;132303640126202000;2020-04-03;08:06:52.620;;;;;;;;132000_0034340892;;;Multiple main barcodes detected;;;EDI+EDI;;Accept;;132000;2308;;123;Departures;;;;;;;;;;;;
D01/00000D45889F0009;132303640229393755;2020-04-03;08:07:02.939;application/x-bolt;36204;0235288747;132303639976992000;2020-04-03;08:06:37.699;ISB - PK782;ISB;2020-04-03;PK782;;15715;132303640134142000;2020-04-03;08:06:53.414;;;10027;102;;Full;2575;132000_0034340893;PK_0782_DFR0304;;;Camera02;05;EDI+OCR;;Accept;;132000;2316;;123;Departures;;;;;;;;;;;;
D01/00000D4588A80007;132303640341328152;2020-04-03;08:07:14.133;application/x-bolt;26236;0235902139 / 0235895192;132303640106060000;2020-04-03;08:06:50.606;;;;;;18007;132303640286130000;2020-04-03;08:07:08.613;;;;;;;;131900_0034340898;;;Multiple main barcodes detected;;;EDI+EDI;;Accept;;131900;2437;;123;Departures;;;;;;;;;;;;
D01/00000D4588AF0006;132303640535271716;2020-04-03;08:07:33.527;application/x-bolt;21225;0523067449;132303640260412000;2020-04-03;08:07:06.041;;;;;;18008;132303640440492000;2020-04-03;08:07:24.049;;;;;;;;132000_0034340896;;;;;;EDI+EDI;;Accept;;132000;2407;;123;Departures;;;;;;;;;;;;
D01/00000D4588B50007;132303640596333214;2020-04-03;08:07:39.633;application/x-bolt;24538;0523024004;132303640320562000;2020-04-03;08:07:12.056;;;;;;18099;132303640501552000;2020-04-03;08:07:30.155;;;;;;;;132000_0034340897;;;;;;EDI+EDI;;Accept;;132000;2349;;123;Departures;;;;;;;;;;;;
D01/00000D4588BC0006;132303640625227593;2020-04-03;08:07:42.523;application/x-bolt;23835;0523098223;132303640350342000;2020-04-03;08:07:15.034;;;;;;18007;132303640530412000;2020-04-03;08:07:33.041;;;;;;;;132000_0034340899;;;;Camera05;01;EDI+EDI;;Accept;;132000;2361;;123;Departures;;;;;;;;;;;;
D01/00000D4588C20006;132303640788825555;2020-04-03;08:07:58.883;application/x-bolt;22689;0523082297;132303640513922000;2020-04-03;08:07:31.392;;;;;;18007;132303640693992000;2020-04-03;08:07:49.399;;;;;;;;132000_0034340901;;;;Camera02;12;EDI+EDI;;Accept;;132000;2305;;123;Departures;;;;;;;;;;;;
D01/00000D4588C80006;132303640841419912;2020-04-03;08:08:04.142;application/x-bolt;22545;0523026934;132303640566572000;2020-04-03;08:07:36.657;;;;;;18007;132303640746642000;2020-04-03;08:07:54.664;;;;;;;;132000_0034340900;;;;Camera03;08;EDI+EDI;;Accept;;132000;2360;;123;Departures;;;;;;;;;;;;
D01/00000D4588CE0006;132303640953504440;2020-04-03;08:08:15.350;application/x-bolt;21453;0523016023;132303640678652000;2020-04-03;08:07:47.865;;;;;;18007;132303640858722000;2020-04-03;08:08:05.872;;;;;;;;132000_0034340903;;;;;;EDI+EDI;;Accept;;132000;2358;;123;Departures;;;;;;;;;;;;
D01/00000D4588D40007;132303641095143908;2020-04-03;08:08:29.514;application/x-bolt;25165;0235902142;132303640859780000;2020-04-03;08:08:05.978;;;;;;18007;132303641039850000;2020-04-03;08:08:23.985;;;;;;;;131900_0034340905;;;;;;EDI+EDI;;Accept;;131900;2337;;123;Departures;;;;;;;;;;;;
D01/00000D4588DB0006;132303641207778887;2020-04-03;08:08:40.778;application/x-bolt;23281;0523128173;132303640932802000;2020-04-03;08:08:13.280;;;;;;18007;132303641112872000;2020-04-03;08:08:31.287;;;;;;;;132000_0034340904;;;;;;EDI+EDI;;Accept;;132000;3169;;123;Departures;;;;;;;;;;;;
D01/00000D4588E10007;132303641261123875;2020-04-03;08:08:46.112;application/x-bolt;25657;0235902141 / 0235902140;132303641099140000;2020-04-03;08:08:29.914;;;;;;10673;132303641205870000;2020-04-03;08:08:40.587;;;;;;;;131900_0034340917;;;Multiple main barcodes detected;Camera06;05;EDI+EDI;;Accept;;131900;2357;;123;Departures;;;;;;;;;;;;
D01/00000D4588EE0007;132303641610128213;2020-04-03;08:09:21.013;application/x-bolt;24279;0523025965;132303641335232000;2020-04-03;08:08:53.523;;;;;;18006;132303641515292000;2020-04-03;08:09:11.529;;;;;;;;132000_0034340908;;;;;;EDI+EDI;;Accept;;132000;2921;;123;Departures;;;;;;;;;;;;
D01/00000D4588E80006;132303641597827842;2020-04-03;08:09:19.783;application/x-bolt;23987;0235902144;132303641362370000;2020-04-03;08:08:56.237;;;;;;18008;132303641542450000;2020-04-03;08:09:14.245;;;;;;;;131900_0034340907;;;;Camera04;01;EDI+EDI;;Accept;;131900;2349;;123;Departures;;;;;;;;;;;;
D01/00000D4588F50007;132303641627673009;2020-04-03;08:09:22.767;application/x-bolt;24822;0235902145;132303641392380000;2020-04-03;08:08:59.238;;;;;;18007;132303641572450000;2020-04-03;08:09:17.245;;;;;;;;131900_0034340911;;;;;;EDI+EDI;;Accept;;131900;2363;;123;Departures;;;;;;;;;;;;
D01/00000D4588FC0007;132303641681598490;2020-04-03;08:09:28.160;application/x-bolt;27916;0235902146;132303641446470000;2020-04-03;08:09:04.647;;;;;;18007;132303641626540000;2020-04-03;08:09:22.654;;;;;;;;131900_0034340913;;;;;;EDI+EDI;;Accept;;131900;2387;;123;Departures;;;;;;;;;;;;
D01/00000D45890A0007;132303641851221542;2020-04-03;08:09:45.122;application/x-bolt;24976;0523044750 / 0235728036;132303641576272000;2020-04-03;08:09:17.627;;;;;;18007;132303641756342000;2020-04-03;08:09:35.634;;;;;;;;132000_0034340912;;;Multiple main barcodes detected;;;EDI+EDI;;Accept;;132000;2386;;123;Departures;;;;;;;;;;;;
D01/00000D4589030007;132303641827741741;2020-04-03;08:09:42.774;application/x-bolt;25281;0235902143;132303641592470000;2020-04-03;08:09:19.247;;;;;;18007;132303641772540000;2020-04-03;08:09:37.254;;;;;;;;131900_0034340910;;;;;;EDI+EDI;;Accept;;131900;2386;;123;Departures;;;;;;;;;;;;
D01/00000D4589110007;132303641867685429;2020-04-03;08:09:46.769;application/x-bolt;26070;0235902150;132303641632640000;2020-04-03;08:09:23.264;;;;;;18008;132303641812720000;2020-04-03;08:09:41.272;;;;;;;;131900_0034340918;;;;;;EDI+EDI;;Accept;;131900;2487;;123;Departures;;;;;;;;;;;;
D01/00000D4589180007;132303642049034358;2020-04-03;08:10:04.903;application/x-bolt;24633;0523129171;132303641774112000;2020-04-03;08:09:37.411;;;;;;18007;132303641954182000;2020-04-03;08:09:55.418;;;;;;;;132000_0034340914;;;;;;EDI+EDI;;Accept;;132000;2407;;123;Departures;;;;;;;;;;;;
D01/00000D45891F0007;132303642052326861;2020-04-03;08:10:05.233;application/x-bolt;24519;0235902147 / 0435902147;132303641816950000;2020-04-03;08:09:41.695;;;;;;18007;132303641997020000;2020-04-03;08:09:59.702;;;;;;;;131900_0034340916;;;Multiple main barcodes detected;;;EDI+EDI;;Accept;;131900;2913;;123;Departures;;;;;;;;;;;;
D01/00000D4589260007;132303642155425258;2020-04-03;08:10:15.543;application/x-bolt;24620;0523012085 / 0235632597 / 0235287571;132303641880552000;2020-04-03;08:09:48.055;;;;;;18006;132303642060612000;2020-04-03;08:10:06.061;;;;;;;;132000_0034340915;;;Multiple main barcodes detected;Camera02;05;EDI+EDI;;Accept;;132000;2409;;123;Departures;;;;;;;;;;;;
D01/00000D45892D0007;132303642326095048;2020-04-03;08:10:32.610;application/x-bolt;24872;0235902154;132303642090670000;2020-04-03;08:10:09.067;;;;;;18008;132303642270750000;2020-04-03;08:10:27.075;;;;;;;;131900_0034340924;;;;;;EDI+EDI;;Accept;;131900;2346;;123;Departures;;;;;;;;;;;;
D01/00000D4589340006;132303642446966960;2020-04-03;08:10:44.697;application/x-bolt;21303;0523045749;132303642172082000;2020-04-03;08:10:17.208;;;;;;18007;132303642352152000;2020-04-03;08:10:35.215;;;;;;;;132000_0034340919;;;;;;EDI+EDI;;Accept;;132000;2423;;123;Departures;;;;;;;;;;;;
D01/00000D4589400007;132303642477930508;2020-04-03;08:10:47.793;application/x-bolt;25461;0523013917;132303642203032000;2020-04-03;08:10:20.303;;;;;;18013;132303642383162000;2020-04-03;08:10:38.316;;;;;;;;132000_0034340921;;;;;;EDI+EDI;;Accept;;132000;2428;;123;Departures;;;;;;;;;;;;
D01/00000D45893A0006;132303642473977499;2020-04-03;08:10:47.398;application/x-bolt;22639;0235902148;132303642238750000;2020-04-03;08:10:23.875;;;;;;18006;132303642418810000;2020-04-03;08:10:41.881;;;;;;;;131900_0034340933;;;;Camera05;07;EDI+EDI;;Accept;;131900;2351;;123;Departures;;;;;;;;;;;;
D01/00000D4589470007;132303642502369091;2020-04-03;08:10:50.237;application/x-bolt;24416;0235902149;132303642266940000;2020-04-03;08:10:26.694;;;;;;18013;132303642447070000;2020-04-03;08:10:44.707;;;;;;;;131900_0034340928;;;;Camera03;06;EDI+EDI;;Accept;;131900;2390;;123;Departures;;;;;;;;;;;;
D01/00000D45894E0007;132303642615375032;2020-04-03;08:11:01.538;application/x-bolt;26253;0523106243 / 0235632876 / 0235287134;132303642340482000;2020-04-03;08:10:34.048;;;;;;18007;132303642520552000;2020-04-03;08:10:52.055;;;;;;;;132000_0034340922;;;Multiple main barcodes detected;Camera02;05;EDI+EDI;;Accept;;132000;2432;;123;Departures;;;;;;;;;;;;
D01/00000D4589550006;132303642624852232;2020-04-03;08:11:02.485;application/x-bolt;23765;0235902152;132303642389440000;2020-04-03;08:10:38.944;;;;;;18009;132303642569530000;2020-04-03;08:10:56.953;;;;;;;;131900_0034340926;;;;Camera02;10;EDI+EDI;;Accept;;131900;2381;;123;Departures;;;;;;;;;;;;
D01/00000D45895B0007;132303642679523808;2020-04-03;08:11:07.952;application/x-bolt;24738;0235902155;132303642444260000;2020-04-03;08:10:44.426;;;;;;18007;132303642624330000;2020-04-03;08:11:02.433;;;;;;;;131900_0034340929;;;;;;EDI+EDI;;Accept;;131900;2391;;123;Departures;;;;;;;;;;;;
D01/00000D4589620006;132303642702901585;2020-04-03;08:11:10.290;application/x-bolt;21464;0235902151;132303642467930000;2020-04-03;08:10:46.793;;;;;;18006;132303642647990000;2020-04-03;08:11:04.799;;;;;;;;131900_0034340930;;;;;;EDI+EDI;;Accept;;131900;2292;;123;Departures;;;;;;;;;;;;
D01/00000D4589680007;132303642731743516;2020-04-03;08:11:13.174;application/x-bolt;25037;0235902153;132303642496460000;2020-04-03;08:10:49.646;;;;;;18007;132303642676530000;2020-04-03;08:11:07.653;;;;;;;;131900_0034340941;;;;;;EDI+EDI;;Accept;;131900;2396;;123;Departures;;;;;;;;;;;;
D01/00000D45896F0007;132303642840326086;2020-04-03;08:11:24.033;application/x-bolt;25285;0235902159;132303642604970000;2020-04-03;08:11:00.497;;;;;;18006;132303642785030000;2020-04-03;08:11:18.503;;;;;;;;131900_0034340939;;;;;;EDI+EDI;;Accept;;131900;2435;;123;Departures;;;;;;;;;;;;
D01/00000D4589760006;132303642936399144;2020-04-03;08:11:33.640;application/x-bolt;23864;0235902120;132303642701180000;2020-04-03;08:11:10.118;;;;;;18008;132303642881260000;2020-04-03;08:11:28.126;;;;;;;;131900_0034340936;;;;Camera03;10;EDI+EDI;;Accept;;131900;2408;;123;Departures;;;;;;;;;;;;
D01/00000D45897C0007;132303642971866119;2020-04-03;08:11:37.187;application/x-bolt;26082;0235902158;132303642736630000;2020-04-03;08:11:13.663;;;;;;18008;132303642916710000;2020-04-03;08:11:31.671;;;;;;;;131900_0034340932;;;;;;EDI+EDI;;Accept;;131900;2431;;123;Departures;;;;;;;;;;;;
